nli_id,url,period_detected,live_status,problem,current_034,suggested_034,heading_rom,heading_heb,wikidata,batch_921,pipeline_result
987012654573505171,https://www.nli.org.il/he/authorities/987012654573505171,20260212-20260218,live,dms-with-decimal-seconds-unpadded ; dms-missing-leading-zero,[geohack] d=01256.88 e=01256.88 f=451335.04 g=451335.04 || [geonames] d=E01230 e=E01230 f=N451339 g=N451339,d=E0001230 e=E0001230 f=N0451339 g=N0451339,Saint Privat en Périgord (France),סן פריבה-אן-פריגור (צרפת),Q27139960,BMC 202401,FAILURE in SQL Server (invalid geography)
987012881576405171,https://www.nli.org.il/he/authorities/987012881576405171,20260305-20260311,live,contains-space,[geonames] d=E0 313059 e=E0 313059 f=N0305619 g=N0305619,,Thmuis (Extinct city),תמוויס (עיר קדומה),Q4459073,,skipped: no valid 034
987011433527505171,https://www.nli.org.il/he/authorities/987011433527505171,20260528-20260603,live,contains-space,[geonames] d=E 1103920 e=E 1103920 f=N 0471910 g=N 0471910,,Ȯndȯrkhaan (Mongolia),אונדורחאן (מונגוליה),Q297632 | 33147121745226392173,,skipped: no valid 034
987013787265205171,https://www.nli.org.il/he/authorities/987013787265205171,20260528-20260603,live,contains-space,[geonames] d=E 1065003 e=E 1065003 f=N 0482531 g=N 0482531,,Batsu̇mbėr Sum (Mongolia),בצומבר סום (מונגוליה),Q3396615,,skipped: no valid 034
987012857476805171,https://www.nli.org.il/he/authorities/987012857476805171,20250916-20250922,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E 033.3726 f=N028.8973 g=,,Maghareh Site (Egypt),אתר מע'רה (מצרים),Q1548813,css 202407,skipped: no valid 034
987013552077705171,https://www.nli.org.il/he/authorities/987013552077705171,20260219-20260225,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E 43.8858 f=N13.7831 g=,,Shar'ab as-Salam (Yemen : District),שרעב אל-סלאם (תימן : מחוז),Q4120340,css 202507,skipped: no valid 034
987013553559905171,https://www.nli.org.il/he/authorities/987013553559905171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E 0.61583 f=N51.21583 g=,,East Sutton (England),מזרח סטון (אנגליה),Q930290,css 202507,skipped: no valid 034
987013617167705171,https://www.nli.org.il/he/authorities/987013617167705171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E 84.35 f=N21.07 g=,,Redhakhol (India),רהדהקול (הודו),Q2006708,css 202508,skipped: no valid 034
987013617169205171,https://www.nli.org.il/he/authorities/987013617169205171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E 69.4 f=N40.4 g=,,Sogdia (Uzbekistan),סוגדיה (אוזבקיסטן),Q486244,css 202508,skipped: no valid 034
987013961920605171,https://www.nli.org.il/he/authorities/987013961920605171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E35.4614 f=N32.0958 35.4614 g=,,Zaretan (Extinct city) (West Bank),צרתן (עיר קדומה) (יהודה ושומרון),Q147911,css 202512,skipped: no valid 034
987013617161705171,https://www.nli.org.il/he/authorities/987013617161705171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E71.3315 f=N 38.2886 g=,,Vanj River (Tajikistan),נהר ונג' (טג'יקיסטן),Q4121876,css 202509,skipped: no valid 034
987013617166805171,https://www.nli.org.il/he/authorities/987013617166805171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E 23.24 f=N70.42 g=,,Seiland (Norway),סילנד (נורווגיה),Q3245106,css 202508,skipped: no valid 034
987013526575305171,https://www.nli.org.il/he/authorities/987013526575305171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d=W 043.2 e= f= g=S019.9,,Iron Quadrangle (Brazil),מרובע הברזל (ברזיל),Q10355821,css 202507,skipped: no valid 034
987013553548905171,https://www.nli.org.il/he/authorities/987013553548905171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d=W 0.523 e= f=N50.949 g=,,Hardham (England),הרדהם (אנגליה),Q5655956,css 202507,skipped: no valid 034
987013553563805171,https://www.nli.org.il/he/authorities/987013553563805171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E 83.6096 f=N24.69743 g=,,Adhaura (India),אדהאורה (הודו),Q105082166,css 202507,skipped: no valid 034
987013553575005171,https://www.nli.org.il/he/authorities/987013553575005171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E 021.78 f=N049.25 g=,,Chotča (Slovakia),חוטצה (סלובקיה),Q1037225,css 202507,skipped: no valid 034
987013602036005171,https://www.nli.org.il/he/authorities/987013602036005171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d=W 2.8110 e= f=N51.0600 g=,,Low Ham (England),לו האם (אנגליה),Q6692879,css 202508,skipped: no valid 034
987013602036405171,https://www.nli.org.il/he/authorities/987013602036405171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E 0.13 f=N050.90 g=,,Laughton (England),לופטון (אנגליה),Q1961167,css 202508,skipped: no valid 034
987013552076805171,https://www.nli.org.il/he/authorities/987013552076805171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E 2.911 f=N42.162 g=,,Bàscara (Spain),בסקרה (ספרד),Q11232,css 202507,skipped: no valid 034
987013553560005171,https://www.nli.org.il/he/authorities/987013553560005171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E 37.2556 f=N12.3500 g=,,Dembiya (Ethiopia),דמביה (אתיופיה),Q2895561,css 202507,skipped: no valid 034
987013553563605171,https://www.nli.org.il/he/authorities/987013553563605171,20260305-20260311,live,contains-space+decimal-degrees+incomplete-point (missing $e and/or $g),[] d= e=E15.66792 f=N 44.00995 g=,,Asseria (Croatia),אסריה (קרואטיה),Q741219,css 202507,skipped: no valid 034
987012799072805171,https://www.nli.org.il/he/authorities/987012799072805171,20250115-20250121,live,contains-space+dms-missing-leading-zero,[geonames] d=E 00846 e=E 00846 f=N04824 g=N04824,,"Bad Imnau (Haigerloch, Germany)","באד אימנאו (הייגרלוך, גרמניה)",Q2657759,css 202405,skipped: no valid 034
987013387633905171,https://www.nli.org.il/he/authorities/987013387633905171,20260212-20260218,live,contains-space+dms-missing-leading-zero,[geonames] d=E253456 e=d E253456 f=N482028 g=N482028,,Kalnivtsi (Ukraine),קלניבצי (אוקראינה),Q4210557,BMC 202504,skipped: no valid 034
987013609579605171,https://www.nli.org.il/he/authorities/987013609579605171,20250826-20250901,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 0102 f=N04851 g=,,Pflaumloch (Germany),פפלאומלוך (גרמניה),,css 202508,skipped: no valid 034
987013617160605171,https://www.nli.org.il/he/authorities/987013617160605171,20250930-20251006,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 00820 f=N05047 g=,,Wissenbach (Germany),ויסנבך (גרמניה),Q2586171,css 202509,skipped: no valid 034
987013617163405171,https://www.nli.org.il/he/authorities/987013617163405171,20251125-20251201,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 00054 f=N00611 g=,,Tadzewu (Ghana),טדזוו (גאנה),Q7674698,css 202509,skipped: no valid 034
987013617164005171,https://www.nli.org.il/he/authorities/987013617164005171,20251125-20251201,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E01539 f=N 04811 g=,,Stattersdorf (Austria),סטטרסדורף (אוסטריה),Q485971,css 202509,skipped: no valid 034
987012876369505171,https://www.nli.org.il/he/authorities/987012876369505171,20260212-20260218,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E00949 f=N04658 9°49′E g=,,St. Antönien (Switzerland),סנט אנטונין (שווייץ),Q65057,css 202408,skipped: no valid 034
987013609580105171,https://www.nli.org.il/he/authorities/987013609580105171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d=W 0085 e= f=N03111 g=,,Ouirgane (Morocco),וירכאן (מרוקו),Q3358143,css 202508,skipped: no valid 034
987013552077005171,https://www.nli.org.il/he/authorities/987013552077005171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d=W 00130 e= f=N04131 g=,,Arándiga (Spain),ארנדיגה (ספרד),Q1650685,css 202507,skipped: no valid 034
987013526576305171,https://www.nli.org.il/he/authorities/987013526576305171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 01010 f=N0489 g=,,Osterberg (Germany),אוסטרברג (גרמניה),Q31663,css 202507,skipped: no valid 034
987013602036305171,https://www.nli.org.il/he/authorities/987013602036305171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 0429 f=N05107 g=,,Lint (Belgium),לינט (בלגיה),Q725268,css 202508,skipped: no valid 034
987013553574805171,https://www.nli.org.il/he/authorities/987013553574805171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 0033025 f=N040341 g=,,Cobeña (Spain),קובן (ספרד),Q659582,css 202507,skipped: no valid 034
987013617174705171,https://www.nli.org.il/he/authorities/987013617174705171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 00937 f=N05138 g=,,Vernawahlshausen (Germany),פרנאוואלסהאוזן (גרמניה),Q2517253,css 202508,skipped: no valid 034
987013617175705171,https://www.nli.org.il/he/authorities/987013617175705171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d=W 00501 e= f=N04139 g=,,Torrelobatón (Spain),טורלובטון (ספרד),Q1651719,css 202508,skipped: no valid 034
987013553559505171,https://www.nli.org.il/he/authorities/987013553559505171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d=W 05740 e= f=N03619 g=,,Exaltación de la Cruz Partido (Argentina),אקסלטסיון דה לה קרוז פרטידו (ארגנטינה),Q253247,css 202507,skipped: no valid 034
987013553562705171,https://www.nli.org.il/he/authorities/987013553562705171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d=W 770648 e= f=N390623 g=,,Lake Bernard Frank (Md.),אגם ברנרד פרנק (מרילנד),Q6474971,css 202507,skipped: no valid 034
987013588386205171,https://www.nli.org.il/he/authorities/987013588386205171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 01604 f=N03939 g=,,Mottafollone (Italy),מוטאפולונה (איטליה),Q53921,css 202508,skipped: no valid 034
987013508131905171,https://www.nli.org.il/he/authorities/987013508131905171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d=W 05822 e= f= g=S03449,,Burzaco (Argentina),בורזקו (ארגנטינה),Q1017208,css 202506,skipped: no valid 034
987013526575905171,https://www.nli.org.il/he/authorities/987013526575905171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 0165518 f=N048755 g=,,Pfaffenberg (Austria),פפנברג (אוסטריה),Q75838297,css 202507,skipped: no valid 034
987013553571505171,https://www.nli.org.il/he/authorities/987013553571505171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 01524 f=N05229 g=,,Goruńsko (Poland),גורונסקו (פולין),Q5420857,css 202507,skipped: no valid 034
987013588386405171,https://www.nli.org.il/he/authorities/987013588386405171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 01338 f=N04319 g=,,Montecosaro (Italy),מונטסקרו (איטליה),Q83104,css 202508,skipped: no valid 034
987013553546705171,https://www.nli.org.il/he/authorities/987013553546705171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 01216 f=N05339 g=,,Krakow am See (Germany),קרקוב אם סה (גרמניה),Q536858,css 202507,skipped: no valid 034
987013617161205171,https://www.nli.org.il/he/authorities/987013617161205171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 010490 f=N046520 g=,,Vernagtferner (Austria),ורנגטפרנר (אוסטריה),Q2517250,css 202509,skipped: no valid 034
987013617167405171,https://www.nli.org.il/he/authorities/987013617167405171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 00716 f=N04629 g=,,Saanen (Switzerland),זאנן (שווייץ),Q66629,css 202508,skipped: no valid 034
987013617167905171,https://www.nli.org.il/he/authorities/987013617167905171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 115103 f= g=S154702,,Porto Alexandre (Angola),פורטו אלכסנדרה (אנגולה),Q21411302,css 202508,skipped: no valid 034
987013609580205171,https://www.nli.org.il/he/authorities/987013609580205171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 00827 f=N04922 g=,,Otterstadt (Germany),אוטרשטדט (גרמניה),Q23035,css 202508,skipped: no valid 034
987013612473005171,https://www.nli.org.il/he/authorities/987013612473005171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 00648 f=N05313 g=,,Slochteren (Netherlands),סלוחטרן (הולנד),Q850211,css 202508,skipped: no valid 034
987013553546805171,https://www.nli.org.il/he/authorities/987013553546805171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E01715 f=N 05045 g=,,Krajno (Poland),קראינה (פולין),Q6435901,css 202507,skipped: no valid 034
987013553557605171,https://www.nli.org.il/he/authorities/987013553557605171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 00843 f=N05040 g=,,Staufenberg (Germany),שטאופנברג (גרמניה),Q635910,css 202507,skipped: no valid 034
987013588386505171,https://www.nli.org.il/he/authorities/987013588386505171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E01108 f=N 004945 g=,,Mittlerweilersbach (Germany),מיטלרוויילרסבך (גרמניה),Q67909853,css 202508,skipped: no valid 034
987013602034005171,https://www.nli.org.il/he/authorities/987013602034005171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E2146 f=N 04808 g=,,Nagyhalász (Hungary),נוג'הולאס (הונגריה),Q933442,css 202508,skipped: no valid 034
987013612473305171,https://www.nli.org.il/he/authorities/987013612473305171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d=W 00220 e= f=N03712 g=,,Senés (Spain),סנס (ספרד),Q1628441,css 202508,skipped: no valid 034
987013609579405171,https://www.nli.org.il/he/authorities/987013609579405171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 03119 f=N04817 g=,,Pischtschanyj Brid (Ukraine),פישטשניי בריד (אוקראינה),Q4360113,css 202508,skipped: no valid 034
987013612472705171,https://www.nli.org.il/he/authorities/987013612472705171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E  02412 f=N04858 g=,,Svarychiv (Ukraine),סוואריצ'יב (אוקראינה),Q4409985,css 202508,skipped: no valid 034
987013609578505171,https://www.nli.org.il/he/authorities/987013609578505171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 0063 f=N0521 g=,,Rheden (Netherlands),רדן (הולנד),Q843899,css 202508,skipped: no valid 034
987013609578905171,https://www.nli.org.il/he/authorities/987013609578905171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 02135 f=N04446 g=,,Pojejena (Romania),פוג'ג'נה (רומניה),Q12725050,css 202508,skipped: no valid 034
987013617167605171,https://www.nli.org.il/he/authorities/987013617167605171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 02353 f=N04603 g=,,Roșia de Secaș (Romania),רוזיה דה סקאס (רומניה),Q12148995,css 202508,skipped: no valid 034
987013617162805171,https://www.nli.org.il/he/authorities/987013617162805171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 002450 f=N036160 g=,,Titteri (Algeria),טיטרי (אלג'יריה),Q12185205,css 202509,skipped: no valid 034
987013617166605171,https://www.nli.org.il/he/authorities/987013617166605171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 056154 f=N025495 g=,,Shimal (United Arab Emirates),שימל (איחוד האמירויות הערביות),Q7496816,css 202508,skipped: no valid 034
987013617167305171,https://www.nli.org.il/he/authorities/987013617167305171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d=W 09117 e= f=N01442 g=,,San Juan La Laguna (Guatemala),סן חואן לה לגונה (גואטמלה),Q2403501,css 202508,skipped: no valid 034
987013617169905171,https://www.nli.org.il/he/authorities/987013617169905171,20260305-20260311,live,contains-space+dms-missing-leading-zero+incomplete-point (missing $e and/or $g),[] d= e=E 00652 f=N05305 g=,,Wildervank (Netherlands),וילדרואנק (הולנד),Q956545,css 202508,skipped: no valid 034
987013553862105171,https://www.nli.org.il/he/authorities/987013553862105171,20250805-20250811,live,contains-space+dms-missing-leading-zero+no-hemisphere,[] d=E25803 e=E25803 f=N 481655 g=481655,,Voulx (France),וול (צרפת),1788159474075427661052 | Q1456260,beb 202507,skipped: no valid 034
987013617166005171,https://www.nli.org.il/he/authorities/987013617166005171,20251125-20251201,live,contains-space+dms-with-decimal-seconds-unpadded+incomplete-point (missing $e and/or $g),[] d= e=E 3520.01 f=N048490.01 g=,,Marais de Saint-Gond (France),מרה דה סן גאון (צרפת),,css 202509,skipped: no valid 034
987013508131805171,https://www.nli.org.il/he/authorities/987013508131805171,20260305-20260311,live,contains-space+hemisphere-letter-only,[] d=W 0060940 e=E f=N0363738 g=S,,Doña Blanca Site (Argentina),אתר דונה בלאנקה (ארגנטינה),Q6169531,css 202506,skipped: no valid 034
987013609579505171,https://www.nli.org.il/he/authorities/987013609579505171,20250826-20250901,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 018859 f=N0485859 g=,,Piechov (Slovakia),פיאחוב (סלובקיה),,css 202508,skipped: no valid 034
987013617169605171,https://www.nli.org.il/he/authorities/987013617169605171,20251125-20251201,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0283321 f=N0505834 g=,,Zhabche (Ukraine),ז'אבצ'ה (אוקראינה),,css 202508,skipped: no valid 034
987013617160805171,https://www.nli.org.il/he/authorities/987013617160805171,20251125-20251201,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0094633 f=N0572018 g=,,Vrensted (Denmark),ורנסטד (דנמרק),Q1993008,css 202509,skipped: no valid 034
987013617165605171,https://www.nli.org.il/he/authorities/987013617165605171,20251125-20251201,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0061800 f=N0503625 g=,,Simmerath (Germany),סימרת (גרמניה),Q200836,css 202509,skipped: no valid 034
987013552079505171,https://www.nli.org.il/he/authorities/987013552079505171,20251216-20251222,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 024950 f=N0 52463 g=,,Orlovo (Belarus),אורלובה (בלארוס),,css 202507,skipped: no valid 034
987013927741105171,https://www.nli.org.il/he/authorities/987013927741105171,20251216-20251222,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E0355300 f=N03238 00 g=,,Harima Region (Jordan),אזור חרימא (ירדן),,css 202512,skipped: no valid 034
987013912440505171,https://www.nli.org.il/he/authorities/987013912440505171,20251216-20251222,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E0355300 f=N03238 00 g=,,Harima (Jordan),חרימא (ירדן),,css 202512,skipped: no valid 034
987013588386105171,https://www.nli.org.il/he/authorities/987013588386105171,20260212-20260218,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0075240 f=N0494408 g=,,Münsterappel (Germany),מונסטראפל (גרמניה),Q631796,css 202508,skipped: no valid 034
987013526574705171,https://www.nli.org.il/he/authorities/987013526574705171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d=W 0675325 e= f= g=S0233525,,Socaire (Chile),סוקייר (צ'ילה),Q7550265,css 202507,skipped: no valid 034
987013526576005171,https://www.nli.org.il/he/authorities/987013526576005171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0264338 f=N0471458 g=,,Pașcani (Romania),פשקאן (רומניה),Q736305,css 202507,skipped: no valid 034
987013526576505171,https://www.nli.org.il/he/authorities/987013526576505171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0222321 f=N 0510653 g=,,Niedrzwica Duża (Poland),נדויצה דוז'ה (פולין),Q3990648,css 202507,skipped: no valid 034
987013553547905171,https://www.nli.org.il/he/authorities/987013553547905171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E  02213 f=N 4755 g=,,Hodász (Hungary),האדאס (הונגריה),Q1037269,css 202507,skipped: no valid 034
987013553548105171,https://www.nli.org.il/he/authorities/987013553548105171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0042920 f=N0515705 g=,,"Hillegersberg (Rotterdam, Netherlands)","הילגרסברג (רוטרדם, הולנד)",Q2400537,css 202507,skipped: no valid 034
987013553571905171,https://www.nli.org.il/he/authorities/987013553571905171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 00752 f=N 04942 g=,,Gaugrehweiler (Germany),גאוגרוויילר (גרמניה),Q642168,css 202507,skipped: no valid 034
987013553572005171,https://www.nli.org.il/he/authorities/987013553572005171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d=W 0052935 e= f=N 0411353 g=,,Fuentesaúco (Spain),פואנטסאוקו (ספרד),Q1765240,css 202507,skipped: no valid 034
987013588387305171,https://www.nli.org.il/he/authorities/987013588387305171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0215434 f=N0494812 g=,,Lutcza (Poland),ליוטשה (פולין),Q6705393,css 202508,skipped: no valid 034
987013602035905171,https://www.nli.org.il/he/authorities/987013602035905171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d=W 0020314 e= f=N0465528 g=,,Marais breton (France),מארה ברטון (צרפת),Q3287374,css 202508,skipped: no valid 034
987013508132005171,https://www.nli.org.il/he/authorities/987013508132005171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 32.92124 f= g=S 2.714431,,Bukumbi (Tanzania),בוקומבי (טנזניה),Q55577052,css 202506,skipped: no valid 034
987013553572205171,https://www.nli.org.il/he/authorities/987013553572205171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0063201 f=N 0493236 g=,,Freudenburg (Germany),פרוידנבורג (גרמניה),Q569706,css 202507,skipped: no valid 034
987013612473705171,https://www.nli.org.il/he/authorities/987013612473705171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e= f=N04549 W 07354 g=,,Sainte-Sophie (Québec),סנט סופי (קוויבק),Q684201,css 202508,skipped: no valid 034
987013553571105171,https://www.nli.org.il/he/authorities/987013553571105171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0194722 f=N 0474850 g=,,Gyöngyöspata (Hungary),ג'נג'ש-פאטא (הונגריה),Q1030385,css 202507,skipped: no valid 034
987013508129405171,https://www.nli.org.il/he/authorities/987013508129405171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E  0004915 f=N0440638 g=,,"Donzac (Tarn-et-Garonne, France)","דונזאק (טארן וגארון, צרפת)",Q1432317,css 202506,skipped: no valid 034
987013526576705171,https://www.nli.org.il/he/authorities/987013526576705171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0254454 f=N0484625 g=,,Hynkivtsi (Ukraine),הינקיבצי (אוקראינה),Q4138685,css 202507,skipped: no valid 034
987013553546905171,https://www.nli.org.il/he/authorities/987013553546905171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0191534 f=N 0533625 g=,,Kisielice (Poland),קיז'ליצה (פולין),Q989801,css 202507,skipped: no valid 034
987013553548005171,https://www.nli.org.il/he/authorities/987013553548005171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 00429 f=N05158 4°29 g=,,"Schiebroek (Rotterdam, Netherlands)","שיברוק (רוטרדם, הולנד)",Q2434010,css 202507,skipped: no valid 034
987013553559805171,https://www.nli.org.il/he/authorities/987013553559805171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0115710 f=N0512557 g=,,White Elster River (Germany),נהר אלסטר הלבן (גרמניה),Q44729,css 202507,skipped: no valid 034
987013553563205171,https://www.nli.org.il/he/authorities/987013553563205171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d=W 9.1757° e= f=N 53.7459 g=,,Ballyglass (Ireland),באליגלאס (אירלנד),Q59723993,css 202507,skipped: no valid 034
987013553574105171,https://www.nli.org.il/he/authorities/987013553574105171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0070233 f=N0503203 g=,,Dernau (Germany),דרנאו (גרמניה),Q566415,css 202507,skipped: no valid 034
987013553574705171,https://www.nli.org.il/he/authorities/987013553574705171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E0035053 f=N 0513555 g=,,Colijnsplaat (Netherlands),קולינספלאט (הולנד),Q538319,css 202507,skipped: no valid 034
987013602036105171,https://www.nli.org.il/he/authorities/987013602036105171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d=W 785447 e= f=N0385347 g=,,Lost River State Park (W. Va.),פארק מדינה לוסט ריבר (וירג'יניה המערבית),Q6684222,css 202508,skipped: no valid 034
987013609579805171,https://www.nli.org.il/he/authorities/987013609579805171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0060102 f=N0443104 g=,,Pelleautier (France),פלוטייר (צרפת),Q1087604,css 202508,skipped: no valid 034
987013553560305171,https://www.nli.org.il/he/authorities/987013553560305171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 02716 f=N 04224 g=,,Debelt (Bulgaria),דבלט (בולגריה),Q1181468,css 202507,skipped: no valid 034
987013617175605171,https://www.nli.org.il/he/authorities/987013617175605171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0072759 f=N0483546 g=,,Traenheim (France),טריינהיים (צרפת),Q21377,css 202508,skipped: no valid 034
987013553547505171,https://www.nli.org.il/he/authorities/987013553547505171,20260305-20260311,live,contains-space+incomplete-point (missing $e and/or $g),[] d= e=E 0104413 f=N 051222 g=,,"Immenrode (Sondershausen, Germany)","אימנרודה (סונדרסהאוזן, גרמניה)",Q1659994,css 202507,skipped: no valid 034
