recordId	period	category	bucket	action	confidence	note	heading	headingHeb	kimaId	kimaRom	kimaHeb	movedKm	nliCoords	kimaCoords	n034	src034	decision	decisionNote	nliWd	kimaWd	sameWd	featureType	featureEvidence	extentKm	nliWdLabel	kimaWdLabel	nliWdCoord	kimaWdCoord	dNliWd_Nli	dNliWd_Kima	dKimaWd_Kima	dKimaWd_Nli	nliWdNameOk	kimaWdNameOk	nliWdSrc	kimaWdSrc	fixedNliCoords	fix034	bboxHalfDiagKm
987007543674705171	20241028-20241103	location-move	extended-feature	apply-new	high	two points on one Q538 P31=continent / region / subcontinent (extent ~3385 km)	Oceania	אוקיאניה	2850	Oceania	אוקיאניה	2797.7	[-21.0, 166.0]	[-18.5102, 139.3671]	1	gooearth	keep-existing		Q538	Q55643	False	extended	Q538 P31=continent / region / subcontinent; Q55643 P31=region / part of the world / continent; Kima LocationTypeId=2	3385.1	Insular Oceania	Oceania	[-21, 166]	[-18.5102, 139.3671]	0.0	2797.7	0.0	2797.7	True	True	024	WD			0.0
987007584329105171	20250108-20250114	location-move	homonym	research	medium	"two same-named entities: NLI Q4119463 ""Bruqin"" vs Kima Q286871 ""Burqin"""	Brukin (West Bank)	ברוקין (יהודה ושומרון)	76716	Brukin (West Bank)	ברוקין (יהודה ושומרון)	45.3	[32.07111, 35.09944]	[32.455555555556, 35.260277777778]	1	gooearth	apply-new		Q4119463	Q286871	False	point	Q4119463 P31=town; Q286871 P31=town	126.5	Bruqin	Burqin	[32.071111111111, 35.099444444444]	[32.455555555556, 35.260277777778]	0.0	45.3	0.0	45.3	True	True	024	WD			0.0
987007558086305171	20250108-20250114	location-move	extended-feature	apply-new	high	two points on one Q46 P31=part of the world / continent / region / geographic location (extent ~3601 km)	Europe	אירופה	75795	Europe	אירופה	1343.3	[58.3551, 21.44535]	[48.690959, 9.14062]	1	gooearth	region		Q46	Q46	True	extended	Q46 P31=part of the world / continent / region / geographic location; NLI 034 box half-diagonal 3220 km	3601.3	Europe	Europe	[48.690959, 9.14062]	[48.690959, 9.14062]	1343.3	0.0	0.0	1343.3	True	True	024	WD			3220.1
987007282447105171	20250115-20250121	location-move	extended-feature	apply-new	high	two points on one Q19709 P31=river (extent ~154 km)	Avon, River (Leicestershire-Gloucestershire, England)	נהר אייבון (אנגליה)	1858	Avon, River (Leicestershire-Gloucestershire, England)	נהר אייבון (אנגליה)	91.5	[51.9964, -2.1636]	[52.3972, -0.9906]	1	gooearth	river		Q19709	Q19709	True	extended	Q19709 P31=river	154.0	River Avon	River Avon	[52.3972, -0.9906]	[52.3972, -0.9906]	91.5	0.0	0.0	91.5	True	True	024	WD			0.0
987007555593705171	20250115-20250121	location-move	extended-feature	apply-new	high	two points on one Q190695 P31=non-geologically related mountain range / upland / mountain range (extent ~329 km)	Massif Central (France)	מאסיף סנטרל (צרפת)	2624	Massif Central (France)	מאסיף סנטרל (צרפת)	86.2	[45.0, 3.0]	[45.775, 2.966667]	1	gooearth	region		Q190695	Q190695	True	extended	Q190695 P31=non-geologically related mountain range / upland / mountain range	329.0	Massif Central	Massif Central	[45.775, 2.966667]	[45.775, 2.966667]	86.2	0.0	0.0	86.2	True	True	024	WD			0.0
987007531868905171	20250115-20250121	location-move	extended-feature	apply-new	high	two points on one Q19686 P31=river (extent ~334 km)	Thames River (England)	נהר התמזה (אנגליה)	2259	Thames River (England)	נהר התמזה (אנגליה)	183.6	[51.69444, -2.02972]	[51.5, 0.61]	1	gooearth	river		Q19686	Q19686	True	extended	Q19686 P31=river	334.0	River Thames	River Thames	[51.5, 0.61]	[51.5, 0.61]	183.6	0.0	0.0	183.6	True	True	024	WD			0.0
987007548212005171	20250115-20250121	location-move	extended-feature	apply-new	high	two points on one Q43467 P31=peninsula / region (extent ~1753 km)	Indochina	הודו-סין	1315	Indochina	הודו-סין	691.3	[21.03333, 105.85]	[16, 102]	1	gooearth	region		Q43467	Q43467	True	extended	Q43467 P31=peninsula / region; Kima LocationTypeId=2	1753.0	Mainland Southeast Asia	Mainland Southeast Asia	[16, 102]	[16, 102]	691.3	0.0	0.0	691.3	True	True	024	WD			0.0
987007292819905171	20250115-20250121	location-move	extended-feature	apply-new	high	two points on one Q13696 P31=river (extent ~410 km)	Adige River (Italy)	נהר אדיג'ה (איטליה)	1572	Adige River (Italy)	נהר אדיג'ה (איטליה)	233.2	[45.1596, 12.3311]	[46.83536388888889, 10.515172222222223]	1	gooearth	river		Q13696	Q13696	True	extended	Q13696 P31=river	410.0	Adige	Adige	[46.83536388888889, 10.515172222222223]	[46.83536388888889, 10.515172222222223]	233.2	0.0	0.0	233.2	True	True	024	WD			0.0
987007536401205171	20250115-20250121	location-move	extended-feature	apply-new	high	two points on one Q13712 P31=river (extent ~405 km)	Tiber River (Italy)	נהר הטיבר (איטליה)	2267	Tiber River (Italy)	נהר הטיבר (איטליה)	227.9	[41.74056, 12.23333]	[43.786916666667, 12.077666666667]	1	gooearth	river		Q13712	Q13712	True	extended	Q13712 P31=river	405.0	Tiber	Tiber	[43.786916666667, 12.077666666667]	[43.786916666667, 12.077666666667]	227.9	0.0	0.0	227.9	True	True	024	WD			0.0
987007507581905171	20250115-20250121	location-move	nli-coords-wrong	keep-existing+report	medium	Wikidata Q2416499 (NLI only) is 0 km from Kima, 33 km from NLI	Theilheim (Germany)	טהיילהיים (גרמניה)	23960	Theilheim (Germany)	טהיילהיים (גרמניה)	33.1	[49.7587, 10.50924]	[49.9433, 10.1478]	1	gooearth	keep-existing		Q2416499		False	point	Q2416499 P31=human settlement / Ortsteil	3.0	Theilheim		[49.9433, 10.1478]		33.1	0.0			True		024				7.8
987007529861005171	20250115-20250121	location-move	extended-feature	apply-new	high	two points on one Q132726 P31=river (extent ~1376 km)	Yamuna River (India)	נהר יאמונה (הודו)	3853	Yamuna River (India)	נהר יאמונה (הודו)	687.8	[25.42361, 81.8825]	[30.299166666667, 77.575]	1	gooearth	river		Q132726	Q34953450	False	extended	Q132726 P31=river; Q34953450 P31=river	1376.0	Yamuna	Yamuna	[31.0225, 78.455]	[31.0225, 78.455]	707.2	116.4	116.4	707.2	True	True	024	WD			0.0
987007541237805171	20250115-20250121	location-move	extended-feature	apply-new	medium	two points on one Q11124206 P31=coast / riviera (extent unknown)	Riviera (Italy)	ריביירה (איטליה)	2055	Riviera (Italy)	ריביירה (איטליה)	36.4	[44.43592, 8.78222]	[44.42, 9.24]	1	gooearth	region		Q11124206	Q2155654	False	extended	Q11124206 P31=coast / riviera; Q2155654 P31=region / coast		Italian Riviera	Riviera di Levante	[44.435916666666664, 8.782222222222222]	[44.42, 9.24]	0.0	36.4	0.0	36.4	True	True	024	WD			0.0
987007526902805171	20250115-20250121	location-move	no-wd	research	low	no Wikidata id on either side	Schopfloch (Germany)	שופלוך (גרמניה)	22950	Schopfloch (Germany)	שופלוך (גרמניה)	124.4	[49.53922, 10.29948]	[48.53972, 9.53199]	1	gooearth	research	יש מספר שופלוכים בגרמניה. צריך לבדוק לאיזה מהם מתייחסים הפריטים המקושרים. בקואורדינטות הנוכחות אין מקום מתאים			False																[49.11408, 10.29948]	$g 049.944770 -> 049.0944770	45.2
987007561549805171	20250115-20250121	location-move	homonym	research	medium	"two same-named entities: NLI Q651583 ""Ettersburg"" vs Kima Q31547753 ""Ettersberg"""	Etters-Berg (Germany)	אטרס-ברג (גרמניה)	5417	Etters-Berg (Germany)	אטרס-ברג (גרמניה)	104.5	[51.03333, 11.27972]	[51.866666666667, 10.583333333333]	1	gooearth	keep-existing	אלה הם שני מקומות שונים: העיר וההר. צריך לתקן גם את הויקידאטה (לפי כימה) Q31547753. הויקידאטה והקואורדינטות הנוכחיות ב-nli הן לא של etters-berg אלא של ettersburg הישוב, שאין לו זהות כרגע. ממליצה גם לשנות את השם לאטרס-ברג (גרמניה: הר) .	Q651583	Q31547753	False	point	Q651583 P31=municipality without town privileges in Germany; Q31547753 P31=mountain	1.9	Ettersburg	Ettersberg	[51.033333333333, 11.279722222222]	[51.866666666667, 10.583333333333]	0.0	104.5	0.0	104.5	True	True	024	WD			0.0
987007475459005171	20250115-20250121	location-move	homonym	research	medium	"two same-named entities: NLI Q18593899 ""Falkenberg"" vs Kima Q701347 ""Falkenberg"""	Falkenberg (Germany)	פלקנברג (גרמניה)	21315	Falkenberg (Germany)	פלקנברג (גרמניה)	168.4	[52.79907, 14.3137]	[52.86194444444445, 11.809444444444445]	1	gooearth	neither	"יש שני מקומות כאלה, שניהם בבוואריה. צריך לשנות שם ואת הפרטים (ויקידאטה וקואורדינטות) התואמים לאחד מן השתיים:
Q18593899 — Hebrew: פלקנברג (טאוכה, גרמניה); Roman: Falkenberg (Tauche, Germany)
Q701347 — Hebrew: פלקנברג (אלטמרקישה וישה, גרמניה); Roman: Falkenberg (Altmärkische Wische, Germany)"	Q18593899	Q701347	False	point	Q18593899 P31=Ortsteil / village; Q701347 P31=Ortsteil / municipality in Germany / former village	4.4	Falkenberg	Falkenberg	[52.16166687, 14.1291666]	[52.86194444444445, 11.809444444444445]	72.0	175.2	0.0	168.4	True	True	024	WD	[52.79907, 13.98768]	$e 014.72449 -> 014.072449	27.9
987007486869305171	20250115-20250121	location-move	nli-034-dropped-zero	keep-existing+report	high	NLI 034 fraction lost a leading 0 ($f 050.353212 -> 050.0353212); corrected centre is 10.6 km from Kima	Mainz (Germany)	מיינץ (גרמניה)	85756	Mainz (Germany)	מיינץ (גרמניה)	26.4	[50.12433, 8.24253]	[49.8954528, 8.3430793]	1	gooearth	neither	זה ערך מיותר:  987007486869305171 זהה ל-987007550346805171			False																[49.96539, 8.24253]	$f 050.353212 -> 050.0353212	26.4
987007551852505171	20250115-20250121	location-move	extended-feature	apply-new	high	two points on one Q216941 P31=river (extent ~2197 km)	Xi River (China)	נהר שי (סין)	85293	Xi River (China)	נהר שי (סין)	271.9	[22.06019, 113.47916]	[23.4692299, 111.3122749]	1	gooearth	river		Q216941	Q216941	True	extended	Q216941 P31=river	2197.0	Xi River	Xi River	[23.4692299, 111.3122749]	[23.4692299, 111.3122749]	271.9	0.0	0.0	271.9	True	True	024	WD			0.0
987007522876305171	20250115-20250121	location-move	nli-coords-wrong	keep-existing+report	high	Wikidata Q1893589 is 0 km from Kima, 417 km from NLI	Goraj (Poland)	גוריי (פולין)	23586	Goraj (Poland)	גוריי (פולין)	416.7	[53.9659, 19.59161]	[50.71667, 22.65]	1	gooearth	keep-existing		Q1893589	Q1893589	True	point	Q1893589 P31=town		Goraj	Goraj	[50.71667, 22.65]	[50.71667, 22.65]	416.7	0.0	0.0	416.7	True	True	024	WD	[53.9659, 19.05916]	$d 019.45671 -> 019.045671, $e 019.72651 -> 019.072651	8.8
987007565950605171	20250115-20250121	location-move	extended-feature	apply-new	high	two points on one Q207777 P31=river (extent ~897 km)	Ussuri River (Russia and China)	נהר אוסורי (רוסיה וסין)	3978	Ussuri River (Russia and China)	נהר אוסורי (רוסיה וסין)	524.3	[48.43333, 134.98333]	[43.733944444444, 134.42486111111]	1	gooearth	river		Q207777	Q207777	True	extended	Q207777 P31=river	897.0	Ussuri	Ussuri	[43.733944444444, 134.42486111111]	[43.733944444444, 134.42486111111]	524.3	0.0	0.0	524.3	True	True	024	WD			0.0
987007558385105171	20250115-20250121	location-move	kima-coords-wrong	apply-new	high	Wikidata Q115155 (NLI only) is 0 km from NLI, 158 km from Kima	Podhale (Poland)	פודהייל (פולין)	2224	Podhale (Poland)	פודהייל (פולין)	157.9	[49.4793, 20.0291]	[50.84401, 20.64039]	1	gooearth	keep-existing		Q115155		False	extended	Q115155 P31=valley; move 158 km exceeds extent		Podhale		[49.4793, 20.0291]		0.0	157.9			True		024				0.0
987007563307505171	20250115-20250121	location-move	extended-feature	apply-new	high	two points on one Q160570 P31=region (extent ~102 km)	Friuli (Italy)	פריולי (איטליה)	80643	Friuli (Italy)	פריולי (איטליה)	42.8	[45.91672, 13.42203]	[46.166388888889, 13]	1	gooearth	region		Q160570	Q160570	True	extended	Q160570 P31=region	102.4	Friuli	Friuli	[46.166388888889, 13]	[46.166388888889, 13]	42.8	0.0	0.0	42.8	True	True	024	WD			0.1
987007562907505171	20250115-20250121	location-move	extended-feature	apply-new	high	two points on one Q107434788 P31=Indian reservation of the United States (extent ~282 km)	Navajo Indian Reservation	שמורת הנבאחו	2956	Navajo Indian Reservation	שמורת הנבאחו	163.5	[35.62472, -111.25098]	[36.186944444444, -109.57361111111]	1	gooearth	apply-new		Q107434788	Q1783171	False	extended	Q107434788 P31=Indian reservation of the United States; Q1783171 P31=federally recognized Native American tribe in the United States / nation / jurisdiction; Kima LocationTypeId=2	281.8	Navajo Nation	Navajo Nation	[35.62472, -111.25098]	[36.186944444444, -109.57361111111]	0.0	163.5	0.0	163.5	False	False	024	WD			0.0
987007284940105171	20250122-20250128	location-move	homonym	research	medium	"two same-named entities: NLI Q49295619 ""Channel Islands"" vs Kima Q306147 ""Channel Islands of California"""	Channel Islands (Calif.)	איי התעלה (קליפורניה)	1227	Channel Islands (Calif.)	איי התעלה (קליפורניה)	123.7	[32.8167, -118.45091]	[33.5, -119.5]	1	gooearth	keep-existing	both wd's are correct	Q49295619	Q306147	False	extended	Q49295619 P31=geographical feature; Q306147 P31=island group; move 124 km exceeds extent	34.0	Channel Islands	Channel Islands of California	[32.8167, -118.45091]	[33.5, -119.5]	0.0	123.7	0.0	123.7	True	True	024	WD			0.0
987007282651805171	20250122-20250128	location-move	extended-feature	apply-new	high	two points on one Q1136194 P31=region of Brazil (extent ~1407 km)	Brazil, Northeast	צפון מזרח ברזיל	1821	Brazil, Northeast	צפון מזרח ברזיל	427.2	[-10.22917, -42.55083]	[-8.764, -38.95]	1	gooearth	region		Q1136194		False	extended	Q1136194 P31=region of Brazil	1406.8	Northeast Region		[-8.764, -38.95]		427.2	0.0			True		024				0.0
987007553410405171	20250122-20250128	location-move	extended-feature	apply-new	high	two points on one Q816843 P31=valley / territory (extent ~17 km)	San Fernando Valley (Calif.)	עמק סן פרננדו (קליפורניה)	2123	San Fernando Valley (Calif.)	עמק סן פרננדו (קליפורניה)	33.3	[34.17306, -118.64889]	[34.155833333333334, -118.28777777777778]	1	gooearth	region		Q816843	Q816843	True	extended	Q816843 P31=valley / territory	16.9	San Fernando Valley	San Fernando Valley	[34.155833333333334, -118.28777777777778]	[34.155833333333334, -118.28777777777778]	33.3	0.0	0.0	33.3	True	True	024	WD			0.0
987007524601205171	20250122-20250128	location-move	homonym	research	medium	"two same-named entities: NLI Q4186983 ""Zaporizhia, Luhansk"" vs Kima Q157835 ""Zaporizhzhia"""	Zaporizhia (Ukraine)	זפורוז'יה (אוקראינה)	23614	Zaporizhia (Ukraine)	זפורוז'יה (אוקראינה)	403.1	[47.60016, 33.40035]	[48.265277777778, 38.720833333333]	1	gooearth	research	ז׳פורוז׳יה הנוכחית בNLI היא הקטנה יותר בלוגנסק. אני משערת שהכוונה בזהות היא אחרת, וגם ממוקמת במקום אחר: Q157835	Q4186983	Q157835	False	point	Q4186983 P31=urban-type settlement in Ukraine / rural settlement in Ukraine; Q157835 P31=big city / city of regional significance of Ukraine	20.5	Zaporizhia, Luhansk	Zaporizhzhia	[48.265277777778, 38.720833333333]	[47.85, 35.1175]	403.1	0.0	271.7	131.4	True	True	024	geonames:687700			1.2
987007548476205171	20250122-20250128	location-move	extended-feature	apply-new	high	two points on one Q80389 P31=archipelago / disputed territory (extent ~116 km)	Kuril Islands (Russia)	איי קוריל (רוסיה)	2707	Kuril Islands (Russia)	איי קוריל (רוסיה)	72.0	[46.5, 151.5]	[47, 152.1]	1	gooearth	region		Q80389	Q80389	True	extended	Q80389 P31=archipelago / disputed territory	115.6	Kuril Islands	Kuril Islands	[47, 152.1]	[47, 152.1]	72.0	0.0	0.0	72.0	True	True	024	WD			0.0
987007549254705171	20250122-20250128	location-move	homonym	apply-new	medium	"Kima linked to a same-named entity elsewhere: Kima Q5327800 ""East Bay"" is 5057 km from NLI's self-consistent Q2617944 ""East Bay"""	East Bay (Calif.)	איסט ביי (קליפורניה)	4423	East Bay (Calif.)	איסט ביי (קליפורניה)	5057.4	[37.7, -122.0]	[46.01921, -60.37157]	1	gooearth	apply-new		Q2617944	Q5327800	False	extended	Q2617944 P31=geographical feature / region; Q5327800 P31=General Service Area; move 5057 km exceeds extent		East Bay	East Bay	[37.7, -122]	[46.0129, -60.3843]	0.0	5057.4	1.2	5056.6	True	True	024	geonames:5945055			0.0
987007556188205171	20250122-20250128	location-move	extended-feature	apply-new	high	two points on one Q44133 P31=marginal sea / adjacent sea / internal sea (extent ~340 km)	White Sea (Russia)	הים הלבן (רוסיה)	3688	White Sea (Russia)	הים הלבן (רוסיה)	71.8	[65.8, 39.0]	[66.15000001, 40.33333334]	1	gooearth	apply-new		Q44133	Q2045984	False	extended	Q44133 P31=marginal sea / adjacent sea / internal sea; Q2045984 P31=strait	340.0	White Sea	White Sea Throat	[65.8, 39]	[66.15000001, 40.33333334]	0.0	71.8	0.0	71.8	True	True	024	WD			0.0
987007543694505171	20250122-20250128	location-move	extended-feature	apply-new	high	two points on one Q626 P31=river (extent ~3530 km)	Volga River (Russia)	נהר הוולגה (רוסיה)	3678	Volga River (Russia)	נהר הוולגה (רוסיה)	1661.7	[45.69719, 47.8625]	[57.251331194444, 32.467965694444]	1	gooearth	river		Q626	Q626	True	extended	Q626 P31=river	3530.0	Volga	Volga	[57.251331194444, 32.467965694444]	[57.251331194444, 32.467965694444]	1661.7	0.0	0.0	1661.7	True	True	024	WD			0.0
987007517241905171	20250122-20250128	location-move	homonym	apply-new	medium	"Kima WD -> Q1018849 ""Kúty"" is a same-named place 594 km from the NLI point; NLI heading qualifier disambiguates"	Kuty (Ukraine)	קוטוב (אוקראינה)	22142	Kuty (Ukraine)	קוטוב (אוקראינה)	593.6	[50.185, 24.88807]	[48.658888888889, 17.019444444444]	1	gooearth	apply-new	ב-candidates כרגע מופיעות הקואורדינטות השגויות - אולי בגלל הויקידאטה השגוי? צריך להחליף ל Q1794734		Q1018849	False	point	Q1018849 P31=municipality of Slovakia / border city	5.9		Kúty		[48.658888888889, 17.019444444444]			0.0	593.6		True		WD	[50.01243, 24.88807]	$f 050.38350 -> 050.038350	22.1
987007558563405171	20250122-20250128	location-move	extended-feature	apply-new	medium	two points on one Q2342092 P31=region (extent unknown)	Galloway (Scotland)	גאלווי (סקוטלנד)	3914	Galloway (Scotland)	גאלווי (סקוטלנד)	23.4	[55.05, -4.13333]	[55.05, -4.5]	1	gooearth	region		Q2342092	Q24643616	False	extended	Q2342092 P31=region		Galloway	Galloway	[55.05, -4.1333333333333]	[55.05, -4.5]	0.0	23.4	0.0	23.4	True	True	024	WD			0.0
987007558379605171	20250122-20250128	location-move	nli-coords-wrong	keep-existing+report	high	Wikidata Q191607 is 0 km from Kima, 402 km from NLI	Podillia (Ukraine)	פודיליה (אוקראינה)	2226	Podillia (Ukraine)	פודיליה (אוקראינה)	402.5	[47.29395, 31.57902]	[48.683333333333, 26.583333333333]	1	gooearth	region		Q191607	Q191607	True	extended	Q191607 P31=Ukrainian historical regions / historical region / ethnographic region / cultural region; move 402 km exceeds extent		Podolia	Podolia	[48.683333333333, 26.583333333333]	[48.683333333333, 26.583333333333]	402.5	0.0	0.0	402.5	True	True	024	WD	[47.29395, 31.13147]	$d 031.994552 -> 031.0994552	31.4
987007536355405171	20250122-20250128	location-move	extended-feature	apply-new	medium	two points on one Q117504 P31=swamp / Important Bird Area (extent unknown)	Pripet Marshes (Belarus and Ukraine)	ביצות פריפיאט (בלארוס ואוקראינה)	2192	Pripet Marshes (Belarus and Ukraine)	ביצות פריפיאט (בלארוס ואוקראינה)	74.7	[52.0, 26.0]	[51.815277777778, 24.952777777778]	1	gooearth	region		Q117504		False	extended	Q117504 P31=swamp / Important Bird Area		Pinsk Marshes		[51.815277777778, 24.952777777778]		74.7	0.0			True		024				0.0
987007555965405171	20250122-20250128	location-move	homonym	apply-new	medium	"Kima linked to a same-named entity elsewhere: Kima Q1478566 ""Santa Cruz River"" is 10234 km from NLI's self-consistent Q2343949 ""Santa Cruz River"""	Santa Cruz River (Ariz. and Mexico)	נהר סנטה קרוז (אריזונה ומקסיקו)	2064	Santa Cruz River (Ariz. and Mexico)	נהר סנטה קרוז (אריזונה ומקסיקו)	10233.8	[33.3167, -112.233]	[-50.13333333, -68.35]	1	gooearth	apply-new		Q2343949	Q1478566	False	extended	Q2343949 P31=river; Q1478566 P31=river; move 10234 km exceeds extent	385.0	Santa Cruz River	Santa Cruz River	[32.6978419, -111.5512319]	[-50.13333333, -68.35]	93.7	10144.0	0.0	10233.8	True	True	024	WD			0.0
987007541357205171	20250122-20250128	location-move	nli-034-antimeridian	runner-bug	high	034 box crosses 180° ($d 057.1300707 > $e -168.9996789 (box crosses 180°)); proper centre [61.77698, 124.0652] is 1046.1 km from Kima	Siberia (Russia)	סיביר (רוסיה)	2419	Siberia (Russia)	סיביר (רוסיה)	6376.4	[61.77698, -55.9348]	[60, 105]	1	gooearth	keep-existing		Q5428	Q5428	True	extended	Q5428 P31=region; NLI 034 box half-diagonal 3005 km	3568.2	Siberia	Siberia	[60, 105]	[60, 105]	6376.4	0.0	0.0	6376.4	True	True	024	WD			3004.6
987007581532605171	20250122-20250128	location-move	no-wd	research	low	no Wikidata id on either side	Miroslav (Czech Republic)	מירוסלב (צ'כיה)	24637	Miroslav (Czech Republic)	מירוסלב (צ'כיה)	144.2	[48.94261, 16.32703]	[49.70449, 14.7174]	1	gooearth	research	דיסאמביגואציה			False																		4.7
987007590335805171	20250122-20250128	location-move	nli-coords-wrong	keep-existing+report	high	Wikidata Q2391335 is 0 km from Kima, 494 km from NLI	Yarmolyntsi (Ukraine)	ירמליניץ (אוקראינה)	723	Yarmolyntsi (Ukraine)	ירמליניץ (אוקראינה)	494.3	[50.69708, 33.3414]	[49.2, 26.833333333333]	1	gooearth	research	בפודוליה או בחמלניצקי?	Q2391335	Q2391335	True	point	Q2391335 P31=urban-type settlement in Ukraine	2.4	Yarmolyntsi	Yarmolyntsi	[49.2, 26.833333333333]	[49.2, 26.833333333333]	494.3	0.0	0.0	494.3	True	True	024	WD			2.6
987011433526905171	20250122-20250128	location-move	extended-feature	apply-new	high	two points on one Q160636 P31=river / border river (extent ~3051 km)	Rio Grande (Colo.-Mexico and Tex.)	ריו גרנדה (קולורדו-מקסיקו וטקסס)	2052	Rio Grande	ריו גרנדה	1639.7	[25.9562, -97.1452]	[37.7978, -107.5384]	1	gooearth			Q160636	Q160636	True	extended	Q160636 P31=river / border river; Kima LocationTypeId=2	3051.0	Rio Grande	Rio Grande	[37.7978, -107.5384]	[37.7978, -107.5384]	1639.7	0.0	0.0	1639.7	True	True	024	WD			0.0
987007290978605171	20250122-20250128	location-move	homonym	research	medium	"two same-named entities: NLI Q10107 ""Thousand Islands"" vs Kima Q1050549 ""Thousand Islands"""	Thousand Islands (Indonesia)	אלף האיים (אינדונזיה)	1705	Thousand Islands (Indonesia)	אלף האיים (אינדונזיה)	1465.6	[1.07895, 117.90961]	[-5.6629, 106.5683]	1	gooearth	keep-existing		Q10107	Q1050549	False	extended	Q10107 P31=administrative regency of Indonesia; Q1050549 P31=archipelago / island group; move 1466 km exceeds extent	3.6	Thousand Islands	Thousand Islands	[-5.6629, 106.5683]	[44.333333333333, -76]	1465.6	0.0	15707.8	14780.5	True	True	024	geonames:5140907			0.0
987007536561305171	20250122-20250128	location-move	homonym	apply-new	medium	"Kima linked to a same-named entity elsewhere: Kima Q836051 ""Times Square"" is 12955 km from NLI's self-consistent Q11259 ""Times Square"""	Times Square (New York, N.Y.)	טיימס סקוור (ניו יורק, ניו יורק)	2313	Times Square (New York, N.Y.)	טיימס סקוור (ניו יורק, ניו יורק)	12955.1	[40.7575, -73.98583]	[22.2783, 114.182]	1	gooearth	apply-new		Q11259	Q836051	False	point	Q11259 P31=square / neighborhood		Times Square	Times Square	[40.7575, -73.98583333333333]	[22.2783, 114.182]	0.0	12955.1	0.0	12955.1	True	True	024	WD			0.0
987007507433505171	20250122-20250128	location-move	no-wd	research	low	no Wikidata id on either side	Berguent (Morocco)	ברגנת (מרוקו)	23977	Berguent (Morocco)	ברגנת (מרוקו)	798.3	[34.31747, -2.30991]	[30.48642, -9.50608]	1	gooearth	research				False																[34.1334, -2.03099]	$d -002.469984 -> -002.0469984, $e -002.149836 -> -002.0149836, $g 034.40906 -> 034.040906	17.9
987007473377705171	20250122-20250128	location-move	nli-034-dropped-zero	keep-existing+report	high	NLI 034 fraction lost a leading 0 ($d 016.514911 -> 016.0514911, $e 016.964056 -> 016.0964056); corrected centre is 3.3 km from Kima	Hollabrunn (Austria)	הולברון (אוסטריה)	21481	Hollabrunn (Austria)	הולברון (אוסטריה)	45.7	[48.56266, 16.73948]	[48.56146, 16.11813]	1	gooearth	keep-existing			Q624352	False	point	Q624352 P31=municipality of Austria / place with town rights and privileges	13.9		Hollabrunn		[48.566666666667, 16.083333333333]			2.6	48.3		True		geonames:7872886	[48.56266, 16.07395]	$d 016.514911 -> 016.0514911, $e 016.964056 -> 016.0964056	16.6
987007543413405171	20250122-20250128	location-move	extended-feature	apply-new	medium	two points on one Q48365 P31=strait (extent unknown)	Magellan, Strait of (Chile and Argentina)	מיצרי מגלן (צ'ילה וארגנטינה)	2604	Magellan, Strait of (Chile and Argentina)	מיצרי מגלן (צ'ילה וארגנטינה)	59.5	[-53.48083, -70.78333]	[-54, -71]	1	gooearth	region		Q48365	Q48365	True	extended	Q48365 P31=strait		Strait of Magellan	Strait of Magellan	[-54, -71]	[-54, -71]	59.5	0.0	0.0	59.5	True	True	024	WD			0.0
987007295554005171	20250129-20250204	location-move	extended-feature	apply-new	high	two points on one Q638097 P31=National Wildlife Refuge (extent ~315 km)	Arctic National Wildlife Refuge (Alaska)	שמורת חיות בר ארקטי (אלסקה)	1987	Arctic National Wildlife Refuge (Alaska)	שמורת חיות בר ארקטי (אלסקה)	35.6	[68.58407, -144.25221]	[68.75, -143.5]	1	gooearth	region		Q638097	Q638097	True	extended	Q638097 P31=National Wildlife Refuge	315.2	Arctic National Wildlife Refuge	Arctic National Wildlife Refuge	[68.75, -143.5]	[68.75, -143.5]	35.6	0.0	0.0	35.6	True	True	024	WD			0.0
987007529729105171	20250129-20250204	location-move	extended-feature	apply-new	medium	two points on one Q1105434 P31=United States National Forest / proclaimed forest (extent unknown)	Coconino National Forest (Ariz.)	יער לאומי קוקונינו (אריזונה)	3992	Coconino National Forest (Ariz.)	יער לאומי קוקונינו (אריזונה)	52.5	[35.2224, -111.667]	[34.7575, -111.76444444444445]	1	gooearth	region		Q1105434	Q1105434	True	extended	Q1105434 P31=United States National Forest / proclaimed forest		Coconino National Forest	Coconino National Forest	[34.7575, -111.76444444444445]	[34.7575, -111.76444444444445]	52.5	0.0	0.0	52.5	True	True	024	WD			0.0
987007546333605171	20250129-20250204	location-move	extended-feature	apply-new	high	two points on one Q34709250 P31=channel (extent ~112 km)	Raritan River (N.J.)	נהר רריטן (ניו ג'רזי)	3119	Raritan River (N.J.)	נהר רריטן (ניו ג'רזי)	54.8	[40.49722, -74.26444]	[40.6291, -74.8897]	1	gooearth	keep-existing		Q34709250	Q749287	False	extended	Q34709250 P31=channel; Q749287 P31=river	112.0	Raritan River Cutoff	Raritan River	[40.497222222222, -74.264444444444]	[40.55555555555556, -74.68722222222222]	0.0	54.8	19.0	36.3	True	True	024	WD			0.0
