recordId	category	verdict	heading	dupKey	incomingStatus	incomingHeb	incomingCoords	kimaId	kimaMazal	kimaMazalStatus	kimaHeb	kimaCoords	kimaVariantCount	distanceKm	sharedNames	alsoInKimaId	earlierHeadings	nameMismatch	verdictNote
987007564584105171	dup-variants	same-id	קורדובה (ספרד)	קורדובה (ספרד), Córdoba	live	קורדובה (ספרד)	37.88333, -4.76667	10948	987007564584105171	live	קורדובה (ספרד)	37.883333333333, -4.7666666666667	9	0.0	Cordoue (Spain) | Cordova (Spain) | Corduba (Spain) | Córdoba | Córdoba (Spain) | Kordova (Spain) | Qurṭubah (Spain) | קורדובה (ספרד) | קורטובה (ספרד) | קרטבה (ספרד) | قرطبة (إسبانيا)				כימה כבר מצביעה על אותה רשומה
987007557481905171	dup-variants	same-id	מונסטשווארזאך (שווארזאך אם מיין, גרמניה)	מונסטשווארזאך (שווארזאך אם מיין, גרמניה), Münsterschwarzach	live	מונסטשווארזאך (שווארזאך אם מיין, גרמניה)	49.8, 10.25	11685	987007557481905171	live	מונסטשווארזאך (שווארזאך אם מיין, גרמניה)	49.80513, 10.23219	3	1.4	Münsterschwarzach | Münsterschwarzach (Schwarzach am Main, Germany) | מונסטשווארזאך (שווארזאך אם מיין, גרמניה) | مونسترشفارتساخ (شفارزاخ أم ماين، ألمانيا)				כימה כבר מצביעה על אותה רשומה
987007560843605171	dup-variants	same-id	אוקראינה, מערב	אוקראינה, מערב, Zakhidna Ukraïna	live	אוקראינה, מערב	49.91, 27.13	2324	987007560843605171	live	אוקראינה, מערב	50, 26	6	81.5	Ukraine, Western | Western Ukraine | Zakhidna Ukraïna | אוקראינה, מערב | أوكرانيا، الغربية				כימה כבר מצביעה על אותה רשומה
987007557401105171	dup-variants	same-id	לטרון (ישראל)	לטרון (ישראל), Laṭrūn	live	לטרון (ישראל)	33.19538, 35.41241	13834	987007557401105171	live	לטרון (ישראל)	31.835555555556, 34.980277777778	8	156.5	Domus Boni Latronis | El Atrun | Latroun | Latrun (Israel) | Laṭrūn | Toron des chevaliers | לטרון (ישראל) | اللطرون (إسرائيل)				כימה כבר מצביעה על אותה רשומה
987007557442305171	dup-variants	same-id	פדרבורן (נסיכות כנסייתית)	פדרבורן (נסיכות כנסייתית), Fürstbistum Paderborn	live	פדרבורן (נסיכות כנסייתית)	51.7187, 8.75628	12865	987007557442305171	live	פדרבורן (נסיכות כנסייתית)	51.7187, 8.75628	5	0.0	Fürstbistum Paderborn | Hochstift Paderborn | Paderborn (Ecclesiastical principality) | Paderborn (Hochstift) | פדרבורן (נסיכות כנסייתית) | بادربورن (الإمارة الكنسية)				כימה כבר מצביעה על אותה רשומה
987007559778105171	dup-variants	same-id	גרמניה (מערבית)	גרמניה (מערבית), Ḥukūmat Almānyā al-Ittiḥādīyah	live	גרמניה (מערבית)	50.73389, 7.09972	9524	987007559778105171	live	גרמניה (מערבית)	50.733888888889, 7.0997222222222	61	0.0	Alemania Federal | B.R.D. | BRD | Batı Almanya | Bondsrepubliek Duitsland | Bundesrepublik Deutschland | F.R.G. | FRG | Federal Almanya | Federal Republic of Germany Germany (West) | Federativnai︠a︡ Respublika Germanii | G.F.R. | GFR | German Federal Republic | Germanskai︠a︡ Federalʹnai︠a︡ Respublika | Germany (Federal Republic) | Germany (Federal Republic, 1949- ) | Germany (West) | Hsi-te cheng fu | N.R.F. | N.S.R. | N.Sz.K. | NRF | NSR | NSzK | Niemiecka Republika Federalna | Német Szövetségi Köztársaság | Nĕmecká spolková republika | R.F.A. | R.F.N. | RFA | RFN | Repubblica federale di Germania | Repubblica federale tedesca | Republik Federasi Jerman | Republika Federalna Niemiec | Republiḳah ha-federalit ha-Germanit | República Federal de Alemania | République fédérale allemande | République fédérale d'Allemagne | Te-i-chih lien pang kung ho kuo | Tyske forbundsrepublik | West Germany (1949-1990) | Western Germany | גרמניה (מערבית) | ألمانيا (الغربية) | Ḥukūmat Almānyā al-Ittiḥādīyah				כימה כבר מצביעה על אותה רשומה
987007564229605171	dup-variants	same-id	לינהבורג (גרמניה)	לינהבורג (גרמניה), Lüneburg	live	לינהבורג (גרמניה)	53.2525, 10.41444	7993	987007564229605171	live	לינהבורג (גרמניה)	53.2525, 10.414444444444	5	0.0	Lueneburg (Germany) | Lüneburg | Lüneburg (Germany) | לינהבורג (גרמניה) | لونبورغ (ألمانيا)				כימה כבר מצביעה על אותה רשומה
987007560967705171	dup-variants	kima-unresolved	קונוס הדרומי של אמריקה הדרומית	קונוס הדרומי של אמריקה הדרומית, Cono Sur de América	live	קונוס הדרומי של אמריקה הדרומית	-39.1, -67.9						0	0.0	Cone Sul (South America) | Cono Sur (South America) | Cono Sur de América | South America, Southern | South America, Southern Cone of | South American Southern Cone | Southern Cone (South America) | Southern Cone of South America | Southern South America | קונוס הדרומי של אמריקה הדרומית | المخروط الجنوبي لأمريكا الجنوبية	2436		heb: kima=קונוס הדרומי של דרום אמריקה nli=קונוס הדרומי של אמריקה הדרומית	לא אותר מקום בכימה עבור הכותרת
987007284971705171	dup-variants	same-id	אמריקה המרכזית	אמריקה המרכזית, Mercado Común Centroamericano countries	live	אמריקה המרכזית	12.0, -86.0	1146	987007284971705171	live	אמריקה המרכזית	12, -86	5	0.0	Central America | Mercado Común Centroamericano countries | אמריקה המרכזית | أمريكا الوسطى				כימה כבר מצביעה על אותה רשומה
987007295765705171	dup-variants	same-id	אסיה התיכונה	אסיה התיכונה, Tūrān	live	אסיה התיכונה	45.3, 63.9	1968	987007295765705171	live	אסיה התיכונה	45.3, 63.9	9	0.0	Asia, Central | Central Asia | Soviet Central Asia | Turkestan | Tūrān | West Turkestan | אסיה התיכונה | وسط آسيا				כימה כבר מצביעה על אותה רשומה
987007294753205171	dup-variants	same-id	נהר האמזונס	נהר האמזונס, Río de las Amazonas	live	נהר האמזונס	-15.51778, -71.69361	1935	987007294753205171	live	נהר האמזונס	-4.44836, -73.4559	6	1245.9	Amazon River | Amazonas River | Orellana River | Rio Amazonas | Río de las Amazonas | נהר האמזונס | نهر الأمازون				כימה כבר מצביעה על אותה רשומה
987007551685005171	dup-variants	same-id	נחל אלכסנדר (ישראל)	נחל אלכסנדר (ישראל), Ḥaṿarit River	live	נחל אלכסנדר (ישראל)	32.23743, 34.98944	4432	987007551685005171	live	נחל אלכסנדר (ישראל)	32.396197, 34.865706	13	21.1	Aleksander River | Aleksander River (Israel) | Alexander (Nahal) | Alexander River | Alexander River (Israel) | Nahr Iskandaruna | Naḥal Aleksander | Naḥal Alexander | Wadi Hawarith (Israel) | Wadi Ḥawārith | נחל אלכסנדר (ישראל) | وادي ألكسندر (إسرائيل) | Ḥawārith River | Ḥaṿarit River | Ṿadi Ḥaṿarit				כימה כבר מצביעה על אותה רשומה
987007531151405171	dup-variants	same-id	שריד (ישראל)	שריד (ישראל), Ḳibuts Śarid	live	שריד (ישראל)	32.66341, 35.22633	266	987007531151405171	live	שריד (ישראל)	32.6631, 35.2257	5	0.1	Kibbuz Sarid | Sarid (Israel) | Sarid, Israel | קיבוץ שריד (ישראל) | שריד (ישראל) | سريد (إسرائيل) | Ḳibuts Śarid				כימה כבר מצביעה על אותה רשומה
987007550544905171	dup-variants	same-id	אוברן (צרפת)	אוברן (צרפת), Circonscription d'action régionale Auvergne	live	אוברן (צרפת)	45.7, 3.3	9498	987007550544905171	live	אוברן (צרפת)	45.7, 3.3	6	0.0	Auvergne (France) | Auvernha (France) | Circonscription d'action régionale Auvergne | אוברן (צרפת) | أوفيرني (فرنسا)				כימה כבר מצביעה על אותה רשומה
987007533656505171	dup-variants	same-id	רמת הגולן (ישראל)	רמת הגולן (ישראל), Djaulân Region	live	רמת הגולן (ישראל)	33.00888, 35.75417	458	987007533656505171	live	רמת הגולן (ישראל)	33, 35.75	20	1.1	Djaulân Region | Djolan Region | Golan | Golan (Israel) | Golan Heights | Golan Heights (Israel) | Golan Plateau | Jaulān Region | Jawlān Region | Julan Region | Murtafaʻāt al Jawlān | Ramat Ha-Golan | Ramat Ha-Golan (Israel) | רמת הגולן (ישראל) | هضبة الجولان (إسرائيل)				כימה כבר מצביעה על אותה רשומה
987007550295305171	dup-variants	same-id	ווירטמברג-הוהנצולרן (גרמניה)	ווירטמברג-הוהנצולרן (גרמניה), Württemberg-Hohenzollern	live	ווירטמברג-הוהנצולרן (גרמניה)	48.51667, 9.05	9418	987007550295305171	live	ווירטמברג-הוהנצולרן (גרמניה)	48.51666667, 9.05	4	0.0	Württemberg-Hohenzollern | Württemberg-Hohenzollern (Germany) | ווירטמברג-הוהנצולרן (גרמניה) | فورتمبيرغ هوهنزولرن (ألمانيا)				כימה כבר מצביעה על אותה רשומה
987007547820605171	dup-variants	same-id	אוסנברוק (גרמניה)	אוסנברוק (גרמניה), Osnabrück	live	אוסנברוק (גרמניה)	52.26667, 8.05	746	987007547820605171	live	אוסנברוק (גרמניה)	52.278888888, 8.043055555	12	1.4	Osnabrik (Germany) | Osnabrueck (Germany) | Osnabrück | Osnabrück (Germany) | Osnaburg (Germany) | אוזין ברויק (גרמניה) | אוזנהבריק (גרמניה) | אוסנברוק (גרמניה) | אוסנבריק (גרמניה) | אסנאברוק (גרמניה) | أوسنابروك (ألمانيا)				כימה כבר מצביעה על אותה רשומה
987007531842205171	dup-variants	same-id	נחל ירקון (ישראל)	נחל ירקון (ישראל), Yarḳon River	live	נחל ירקון (ישראל)	32.11143, 34.84892	3736	987007531842205171	live	נחל ירקון (ישראל)	32.09722222222222, 34.791666666666664	17	5.6	Audja River (Israel) | Jarkon River (Israel) | Nahal HaYarkon | Nahal Yarkon | Nahr Auja | Yarkon | Yarkon River (Israel) | Yarqon River (Israel) | Yarḳon River | ʻAuja River (Israel) | ʻAwjah River (Israel) | ירקון (ישראל) | ירקון, נחל (ישראל) | נהר הירקון (ישראל) | נחל הירקון (ישראל) | נחל ירקון (ישראל) | وادي اليركون (إسرائيل)				כימה כבר מצביעה על אותה רשומה
987007552698605171	dup-variants	kima-unresolved	וונגן אים אלגוו (גרמניה)	וונגן אים אלגוו (גרמניה), Wangen im Allgäu	live	וונגן אים אלגוו (גרמניה)	47.68835, 9.81281						0	1.6	Wangen (Germany) | Wangen im Allgäu | Wangen im Allgäu (Germany) | וואנגען (גרמניה) | וונגן אים אלגוו (גרמניה) | ונגין (גרמניה) | وانجن إم ألجاو (ألمانيا)	12489		heb: kima=וונגן אם אלגוו (גרמניה) nli=וונגן אים אלגוו (גרמניה)	לא אותר מקום בכימה עבור הכותרת
987007559700305171	dup-variants	same-id	מורסיה (ספרד : אזור)	מורסיה (ספרד : אזור), Comunidad Autónoma de la Región de Murcia	live	מורסיה (ספרד : אזור)	38.0, -1.83333	12238	987007559700305171	live	מורסיה (ספרד : אזור)	38, -1.8333333333333	7	0.0	Comunidad Autónoma de Murcia | Comunidad Autónoma de la Región de Murcia | Murcia (Spain : Region) | Región de Murcia (Spain) | מורסיה (ספרד : אזור) | مورسيا (إسبانيا : المنطقة)				כימה כבר מצביעה על אותה רשומה
987007564626905171	dup-variants	same-id	מונסטר (נסיכות כנסייתית)	מונסטר (נסיכות כנסייתית), Niederstift Münster	live	מונסטר (נסיכות כנסייתית)	51.96303, 7.62563	14233	987007564626905171	live	מונסטר (נסיכות כנסייתית)	51.963032, 7.625628	8	0.0	Fürstbistum Münster | Fürstentum Münster | Hochstift Münster | Münster (Ecclesiastical principality) | Münster (Niederstift) | Niederstift Münster | מונסטר (נסיכות כנסייתית) | مونستر (الإمارة الكنسية)				כימה כבר מצביעה על אותה רשומה
987007564399605171	dup-variants	same-id	ויטוריה דה סנטו אנטאו (ברזיל)	ויטוריה דה סנטו אנטאו (ברזיל), Vitória de Santo Antão	live	ויטוריה דה סנטו אנטאו (ברזיל)	-8.12639, -35.3075	13711	987007564399605171	live	ויטוריה דה סנטו אנטאו (ברזיל)	-8.1263888888889, -35.3075	6	0.0	Santo Antão (Brazil) | Victória (Pernambuco, Brazil) | Vitória (Pernambuco, Brazil) | Vitória de Santo Antão | Vitória de Santo Antão (Brazil) | ויטוריה דה סנטו אנטאו (ברזיל) | فيتوريا دي سانتو أنتاو (البرازيل)				כימה כבר מצביעה על אותה רשומה
987007557503405171	dup-variants	same-id	מאון (ספרד)	מאון (ספרד), Mahón	live	מאון (ספרד)	39.88761, 4.26305	13344	987007557503405171	live	מאון (ספרד)	39.889444444444, 4.2641666666667	5	0.2	Mahón | Mahón (Spain) | Maó (Spain) | מאהון (ספרד) | מאון (ספרד) | ماهون (إسبانيا)				כימה כבר מצביעה על אותה רשומה
987007564431305171	dup-variants	same-id	אלנסון (צרפת)	אלנסון (צרפת), Alençon	live	אלנסון (צרפת)	48.42972, 0.09194	12125	987007564431305171	live	אלנסון (צרפת)	48.429722222222, 0.091944444444444	3	0.0	Alençon | Alençon (France) | אלנסון (צרפת) | ألنسون (فرنسا)				כימה כבר מצביעה על אותה רשומה
987007566691505171	dup-variants	same-id	אבו דאבי (איחוד האמירויות הערביות : אמירות)	אבו דאבי (איחוד האמירויות הערביות : אמירות), Abū Ẓaby	live	אבו דאבי (איחוד האמירויות הערביות : אמירות)	23.66667, 54.0	11770	987007566691505171	live	אבו דאבי (איחוד האמירויות הערביות : אמירות)	23.666666666666668, 54	11	0.0	Abu Dhabi (United Arab Emirates : Emirate) | Abu Zabi (United Arab Emirates : Emirate) | Abū Ẓaby | Abū Ẓaby (United Arab Emirates : Emirate) | Emirate of Abu Dhabi (United Arab Emirates) | Imārat Abū Ẓaby (United Arab Emirates) | אבו דאבי (איחוד האמירויות הערביות : אמירות) | أبو ظبي (الإمارات العربية المتحدة : الإمارة)			rom: kima=Abu Zaby (United Arab Emirates : Emirate) nli=Abū Ẓaby (United Arab Emirates : Emirate)	כימה כבר מצביעה על אותה רשומה
987007566864805171	dup-variants	same-id	איטליה (הרפובליקה הפשיסטית : 1943-1945)	איטליה (הרפובליקה הפשיסטית : 1943-1945), Repubblica di Salò	live	איטליה (הרפובליקה הפשיסטית : 1943-1945)	45.5983, 10.5356	9839	987007566864805171	live	איטליה (הרפובליקה הפשיסטית : 1943-1945)	45.60711409327114, 10.52827884804198	11	1.1	Italy (Fascist Republic : 1943-1945) | Italy (Fascist Republic, 1943-1945) | R.S.I. | RSI | Repubblica di Salò | Repubblica sociale italiana | איטליה (הרפובליקה הפשיסטית : 1943-1945) | إيطاليا (الجمهورية الفاشية : 1943-1945)				כימה כבר מצביעה על אותה רשומה
987007562180405171	dup-variants	same-id	בוקבורג (גרמניה)	בוקבורג (גרמניה), Bückeburg	live	בוקבורג (גרמניה)	52.26065, 9.04939	10900	987007562180405171	live	בוקבורג (גרמניה)	52.260833333333, 9.0491666666667	4	0.0	Bückeburg | Bückeburg (Germany) | בוקבורג (גרמניה) | بوكبيرغ (ألمانيا)				כימה כבר מצביעה על אותה רשומה
987007564325205171	dup-variants	same-id	רייקיאוויק (איסלנד)	רייקיאוויק (איסלנד), Reykjavík	live	רייקיאוויק (איסלנד)	64.1475, -21.935	8818	987007564325205171	live	רייקיאוויק (איסלנד)	64.1475, -21.935	8	0.0	Reikiavik (Iceland) | Reikjavik (Iceland) | Reykjavík | Reykjavík (Iceland) | רייקיאוויק (איסלנד) | ריקיאויק (איסלנד) | ريكيافيك (أيسلندا)				כימה כבר מצביעה על אותה רשומה
987007567857705171	dup-variants	same-id	אי הפסחא	אי הפסחא, Ile de Pâques	live	אי הפסחא	-66.41667, 98.76667	1093	987007567857705171	live	אי הפסחא	-27.119444444444, -109.35472222222	13	9345.6	David Island | Easter Island | Ile de Pâques | Isla de David | Isla de Pascua | Isla de San Carlos | Pascua Island | Pâques Island | Rapa Nui | Rapanui | אי הפסחא | جزيرة إيستر				כימה כבר מצביעה על אותה רשומה
987007557336805171	dup-variants	same-id	גוסטרוב (גרמניה)	גוסטרוב (גרמניה), Güstrow	live	גוסטרוב (גרמניה)	53.79389, 12.17639	9727	987007557336805171	live	גוסטרוב (גרמניה)	53.793888888889, 12.176388888889	5	0.0	Güstrow | Güstrow (Germany) | גוסטרוב (גרמניה) | غوسترو (ألمانيا)				כימה כבר מצביעה על אותה רשומה
987007469750605171	dup-places-diff	both-live	טרבזון (טורקיה)	טרבזון (טורקיה)	live	טרבזון (טורקיה)	41.19144, 40.98575	15404	987007562581305171	live	טרבזון (טורקיה)	41.005, 39.7225	16	107.9	טרבזון (טורקיה)			rom: kima=Trabzon (Turkey) nli=Ardeşen (Turkey)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007473743205171	dup-places-diff	both-live	אלבאיסין (גרנדה, ספרד)	אלבאיסין (גרנדה, ספרד)	live	אלבאיסין (גרנדה, ספרד)	37.1817, -3.5983	19549	987007542743705171	live	אלבאיסין (גרנדה, ספרד)	37.1817, -3.5983	5	0.0	אלבאיסין (גרנדה, ספרד)			rom: kima=Albaicín (Granada, Spain) nli=El Albaicín (Granada, Spain)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007471773005171	dup-places-diff	both-live	מושבה היוונית (ירושלים, ישראל)	מושבה היוונית (ירושלים, ישראל)	live	מושבה היוונית (ירושלים, ישראל)	31.76218, 35.216		987007477335005171	live	מושבה היוונית (ירושלים, ישראל)		0		מושבה היוונית (ירושלים, ישראל)				שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987011060395805171	dup-places-diff	both-live	הוכשטטן (גרמניה)	הוכשטטן (גרמניה)	live	הוכשטטן (גרמניה)	49.76583, 7.8325	20088	987007467698905171	live	הוכשטטן (גרמניה)		2		הוכשטטן (גרמניה)			rom: kima=Hochstetten (Germany) nli=Hochstätten (Germany)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987013405241405171	dup-places	kima-unresolved	פלאנס (ספרד)	פלאנס (ספרד)	live	פלאנס (ספרד)	38.78333, -0.33333						0						לא אותר מקום בכימה עבור הכותרת
987007533335605171	dup-places	kima-unresolved	מחוז חרקיב (אוקראינה)	מחוז חרקיב (אוקראינה)	live	מחוז חרקיב (אוקראינה)	49.9925, 36.23111						0				Kharkivsʹka okruha (Ukraine)		לא אותר מקום בכימה עבור הכותרת
987007496612405171	dup-variants	same-id	תימן (רפובליקה ערבית)	תימן (רפובליקה ערבית), République arabe yéménite	live	תימן (רפובליקה ערבית)	15.26667, 42.58333	21685	987007496612405171	live	תימן (רפובליקה ערבית)		17		Arab Republic of Yemen | Arab Yemeni Republic | Arabische Republik Jemen | Jumhūrīyah al-ʻArabīyah al-Yamanīyah | Noord-Jemen (Republic) | Republiḳah ha-ʻArvit ha-Temanit | République arabe du Yémen | République arabe yéménite | Temān | Y.A.R. | YAR | Yemen (Arab Republic) | Yemen Arab Republic | תימן (רפובליקה ערבית) | اليمن (الجمهورية العربية)		Yemen (Ṣanʻāʾ)		כימה כבר מצביעה על אותה רשומה
987007550344705171	dup-variants	same-id	אובודה (הונגריה)	אובודה (הונגריה), Óbuda	live	אובודה (הונגריה)	47.55, 19.03333	7208	987007550344705171	live	אובודה (הונגריה)	47.55, 19.033333	8	0.0	Alt-Ofen (Hungary) | Óbuda | Óbuda (Hungary) | אובודה (הונגריה) | أوبودا (المجر)				כימה כבר מצביעה על אותה רשומה
987007531763005171	dup-variants	same-id	נהר סנגל	נהר סנגל, Sénégal Fleuve	live	נהר סנגל	15.81056, -16.53	2086	987007531763005171	live	נהר סנגל	13.8144, -10.8302	10	651.6	Fleuve Sénégal (River) | Senegal River | Sénégal Fleuve | נהר סנגל | نهر السنغال				כימה כבר מצביעה על אותה רשומה
987007538140305171	dup-variants	kima-unresolved	ברטעה (ישראל ויהודה ושומרון)	ברטעה (ישראל ויהודה ושומרון), Barṭaʻa	live	ברטעה (ישראל ויהודה ושומרון)	32.46667, 35.08333						0		Barṭaʻa | Barṭaʻa (Israel and West Bank) | Barṭaʻah | ברטעה (ישראל ויהודה ושומרון) | برطعة (إسرائيل والضفة الغربية)	18104		heb: kima=ברטעה nli=ברטעה (ישראל ויהודה ושומרון) | rom: kima=Barṭaʻa nli=Barṭaʻa (Israel and West Bank)	לא אותר מקום בכימה עבור הכותרת
987007530896305171	dup-variants	same-id	טחין (מקסיקו)	טחין (מקסיקו), Congregación El tajín	live	טחין (מקסיקו)	20.45, -97.38333	17471	987007530896305171	live	טחין (מקסיקו)	20.448058333333, -97.378241666667	7	0.6	Congregación El tajín | Tajín (Mexico) | טחין (מקסיקו) | تاجين (المكسيك)				כימה כבר מצביעה על אותה רשומה
987007562028305171	dup-places-diff	both-live	מחוז מינסק (בלארוס)	מחוז מינסק (בלארוס)	live	מחוז מינסק (בלארוס)	54.0, 28.0	90598	987007531128305171	live	מחוז מינסק (בלארוס)	53.9, 27.56666667	0	30.5	Minsk (Belarus : Voblastsʹ) | Minsk (Province) | Minsk Province (Belarus) | Minsk oblastʹ (Belarus) | Minskai︠a︡ oblastʹ (Belarus) | Minskai︠a︡ oblastʹ (Byelorussian S.S.R.) | Minskai︠a︡ voblastsʹ (Belarus) | Minskaya oblast (Belarus) | Minskaya voblastsʹ (Belarus) | מחוז מינסק (בלארוס) | مينسكاي فوبلاستس (بيلاروس)	90677		rom: kima=Minski rai︠o︡n (Belarus) nli=Minskai︠a︡ voblastsʹ (Belarus) | heb: kima=מינסק (בלארוס:אובלסט) nli=מחוז מינסק (בלארוס)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007562429505171	dup-variants	same-id	לוחביצה (אוקראינה)	לוחביצה (אוקראינה), Lokhvitsa (Ukraine)	live	לוחביצה (אוקראינה)	50.36667, 33.26667	1657	987007562429505171	live	לוחביצה (אוקראינה)	50.36104609592, 33.26517113091	7	0.6	Lokhvitsa (Ukraine) | Lokhvit︠s︡a (Ukraine) | Lokhvyt︠s︡i︠a︡ (Ukraine) | לאחוויץ (אוקראינה) | לוחביצה (אוקראינה) | לחוביץ (אוקראינה) | لوخفيت︠س︠ي︠ي︠ي︠ي︠ي︠ي (أوكرانيا)				כימה כבר מצביעה על אותה רשומה
987007564837905171	dup-places-diff	both-live	פיוטרקוב (פולין : מחוז)	פיוטרקוב (פולין : מחוז)	live	פיוטרקוב (פולין : מחוז)	51.4, 19.68333	27136	987007397508205171	live	פיוטרקוב (פולין : מחוז)	51.4, 19.683333333333	3	0.0	Piotrków Trybunalski (Poland : Voivodeship) | Województwo Piotrkowskie (Poland) | פיוטרקוב (פולין : מחוז) | بيوتركوف تريبونالسكي (بولندا : مقاطعة بولندا)	90645		rom: kima=Piotrków Trybunalski (Poland : Powiat) nli=Piotrków Trybunalski (Poland : Voivodeship) | heb: kima=פיוטרקוב (פולין : פרובינציה) nli=פיוטרקוב (פולין : מחוז)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007566958705171	dup-variants	same-id	מחוז טרסקאיה	מחוז טרסקאיה, Terskaya Oblastʹ	live	מחוז טרסקאיה	43.5, 44.0	12095	987007566958705171	live	מחוז טרסקאיה		4		Terek Province (Russia) | Terskai︠a︡ oblastʹ (Russia) | Terskaya Oblastʹ | Terskaya oblastʹ (Russia) | Терская область (Россия) | מחוז טרסקאיה | إقليم تيرسكاي (روسيا)				כימה כבר מצביעה על אותה רשומה
987007529686505171	dup-variants	same-id	איי ספרטלי	איי ספרטלי, Quan Dao Trò̕n̕g Sa	live	איי ספרטלי	10.0, 114.0	2482	987007529686505171	live	איי ספרטלי	10, 114	16	0.0	Dangerous Ground (Spratly Islands) | Dao Truong Sa | Kalayaan Islands | Nan-Sha Chu̕n-Tao | Nansha Islands | Nansha Qundao | Quan Dao Trò̕n̕g Sa | Shinnan Islands | Spratly Islands | Spratlys | Truong Sa | Trò̕n̕g Sa, Quan Dao | איי ספרטלי | جزر سبراتلي				כימה כבר מצביעה על אותה רשומה
987007550352805171	dup-variants	kima-unresolved	סוז דיקו (סין)	סוז דיקו (סין), Su-chou ti chʻü hsing cheng kung shu	live	סוז דיקו (סין)	31.3, 120.61667						0		Su-chou ti chʻü (China) | Su-chou ti chʻü hsing cheng kung shu | Su-chou ti chʻü, China | Suzhou Diqu (China) | Suzhou Diqu xing zheng gong shu | סוז דיקו (סין) | سوتشو ديك (الصين)	6415	Suzhou Zhuanqu (China)	heb: kima=סוז דיצ׳ו (סין) nli=סוז דיקו (סין)	לא אותר מקום בכימה עבור הכותרת
987007538421705171	dup-variants	same-id	גרייט אמפולד	גרייט אמפולד, Nagy Alföld	live	גרייט אמפולד	47.0, 20.0	1376	987007538421705171	live	גרייט אמפולד	47, 20	6	0.0	Alföld, Great | Great Alföld | Great Hungarian Plain | Hungarian Plain | Nagy Alföld | Nagy Magyar Alföld | גרייט אמפולד | ألفولد العظيم				כימה כבר מצביעה על אותה רשומה
987007553818105171	dup-variants	same-id	חפר (עיר קדומה)	חפר (עיר קדומה), Muḥaffar Site	live	חפר (עיר קדומה)	32.45, 35.21667	4244	987007553818105171	live	חפר (עיר קדומה)		4		Hepher (Extinct city) | Muḥaffar Site | חפר (עיר קדומה) | هيفر (مدينة قديمة) | Ḥefer (Extinct city)				כימה כבר מצביעה על אותה רשומה
987007553818205171	dup-variants	same-id	ארובות (עיר קדומה)	ארובות (עיר קדומה), Ḥamām Site	live	ארובות (עיר קדומה)	31.55, 34.95	4243	987007553818205171	live	ארובות (עיר קדומה)		5		Arubboth (Extinct city) | Arubot (Extinct city) | Aruboth (Extinct city) | ארובות (עיר קדומה) | أروبوث (مدينة قديمة) | Ḥamām Site				כימה כבר מצביעה על אותה רשומה
987007548026605171	dup-variants	same-id	מחוז פרניסקי (בולגריה)	מחוז פרניסקי (בולגריה), Pernishki okrŭg	live	מחוז פרניסקי (בולגריה)	42.58333, 22.83333	9020	987007548026605171	live	מחוז פרניסקי (בולגריה)		3		Pernik (Bulgaria : Okrŭg) | Pernishki okrŭg | Pernishki okrŭg (Bulgaria) | מחוז פרניסקי (בולגריה) | بيرنيشكي أوكروغ (بلغاريا)		Dimitrovski okrŭg (Bulgaria)		כימה כבר מצביעה על אותה רשומה
987007550841605171	dup-variants	same-id	תעלת מוזמביק	תעלת מוזמביק, Canal de Moçambique	live	תעלת מוזמביק	-20.0, 43.0	2969	987007550841605171	live	תעלת מוזמביק		5		Canal de Mozambique | Canal de Moçambique | Mozambique Channel | Moçambique Channel | תעלת מוזמביק | قناة موزمبيق				כימה כבר מצביעה על אותה רשומה
987007552763605171	dup-variants	same-id	ווילנב-לס-אביניון (צרפת)	ווילנב-לס-אביניון (צרפת), Villeneuve-lès-Avignon	live	ווילנב-לס-אביניון (צרפת)	43.96667, 4.8	10453	987007552763605171	live	ווילנב-לס-אביניון (צרפת)	43.966388888, 4.795833333	6	0.3	Villeneuve-lez-Avignon (France) | Villeneuve-lès-Avignon | Villeneuve-lès-Avignon (France) | ווילנב-לס-אביניון (צרפת) | فيلنوف ليه أفينيون (فرنسا)				כימה כבר מצביעה על אותה רשומה
987007535451305171	dup-places-diff	both-live	אאכן (גרמניה : מחוז)	אאכן (גרמניה : מחוז)	live	אאכן (גרמניה : מחוז)	50.83333, 6.33333	90704	987007564570905171	live	אאכן (גרמניה : מחוז)	50.75, 6.25	0	11.0	Aachen (Germany : Regierungsbezirk) | אאכן (גרמניה : מחוז) | آخن (ألمانيا : ريجيرونس بيزيرك)	90676		rom: kima=Aachen (Germany : Landkreis) nli=Aachen (Germany : Regierungsbezirk) | heb: kima=אאכן (גרמניה : מחוז שלטוני) nli=אאכן (גרמניה : מחוז)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
