recordId	category	verdict	heading	dupKey	incomingStatus	incomingHeb	incomingCoords	kimaId	kimaMazal	kimaMazalStatus	kimaHeb	kimaCoords	kimaVariantCount	distanceKm	sharedNames	alsoInKimaId	earlierHeadings	nameMismatch	verdictNote
987007552845305171	dup-places-diff	both-live	קושאלין (פולין : מחוז)	קושאלין (פולין : מחוז)	live	קושאלין (פולין : מחוז)	54.0, 16.0	90685	987007535822505171	live	קושאלין (פולין : מחוז)	54.183333333333, 16.183333333333	0	23.6	Koszalin (Poland : Voivodeship) | Koszalin, Poland (Voivodeship) | Województwo Koszalińskie (Poland) | קושאלין (פולין : מחוז) | كوسزالين (بولندا : مقاطعة بولندا)	90687		rom: kima=Koszalin (Poland : Powiat) nli=Koszalin (Poland : Voivodeship) | heb: kima=קושאלין (פולין : פרובינציה) nli=קושאלין (פולין : מחוז)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007557595805171	dup-places-diff	both-live	ויימאר (גרמניה : מחוז)	ויימאר (גרמניה : מחוז)	live	ויימאר (גרמניה : מחוז)	50.91667, 11.25	15997	987007557599505171	live	ויימאר (גרמניה : מחוז)		2		Weimar (Germany : Landkreis) | Weimarer Land (Germany : Landkreis) | ויימאר (גרמניה : מחוז) | فايمار (ألمانيا : لاندكرايس)	83100		rom: kima=Weimar (Germany : Stadtkreis) nli=Weimar (Germany : Landkreis) | heb: kima=וימאר (גרמניה : מחוז) nli=ויימאר (גרמניה : מחוז)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007560553605171	dup-variants	same-id	היספניולה	היספניולה, Española	live	היספניולה	-62.66361, -60.38139	1311	987007560553605171	live	היספניולה	19, -71	11	9128.4	Española | Haiti (Island) | Hispaniola | La Española | Santo Domingo Island | היספניולה | هيسبانيولا				כימה כבר מצביעה על אותה רשומה
987007494092005171	dup-places-diff	both-live	אנינגן (גרמניה)	אנינגן (גרמניה)	live	אנינגן (גרמניה)	48.66667, 8.93333	69527	987007557723505171	live	אנינגן (גרמניה)	48.483055555556, 9.2522222222222	1	31.1	אנינגן (גרמניה)			rom: kima=Eningen unter Achalm (Germany) nli=Ehningen (Germany)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007545176905171	dup-places-diff	both-live	צ'רנייב (אוקראינה)	צ'רנייב (אוקראינה)	live	צ'רנייב (אוקראינה)	48.85, 24.71667	9159	987007566754005171	live	צ'רנייב (אוקראינה)	51.50551, 31.28487	9	552.8	צ'רנייב (אוקראינה)			rom: kima=Chernihiv (Ukraine) nli=Cherniïv (Ukraine)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007566933405171	dup-places-diff	both-live	קוטבוס (גרמניה : מחוז)	קוטבוס (גרמניה : מחוז)	live	קוטבוס (גרמניה : מחוז)	51.75, 14.3	15712	987007559894905171	live	קוטבוס (גרמניה : מחוז)		2		קוטבוס (גרמניה : מחוז)			rom: kima=Cottbus (Germany : Bezirk) nli=Cottbus (Germany : Landkreis)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007550246505171	dup-places-diff	both-live	בידגושץ' (פולין : מחוז)	בידגושץ' (פולין : מחוז)	live	בידגושץ' (פולין : מחוז)	53.25, 17.9	9307	987007552874605171	live	בידגושץ' (פולין : מחוז)	53.1252, 18.0079	3	15.6	בידגושץ' (פולין : מחוז)			rom: kima=Bydgoszcz (Poland : Voivodeship) nli=Bydgoszcz (Poland : Powiat)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007557599905171	dup-places-diff	both-live	פוטסדם (גרמניה : מחוז)	פוטסדם (גרמניה : מחוז)	live	פוטסדם (גרמניה : מחוז)	52.4, 13.05	87539	987007561805305171	live	פוטסדם (גרמניה : מחוז)	52.5, 13	0	11.6	פוטסדם (גרמניה : מחוז)			rom: kima=Potsdam (Germany : Bezirk) nli=Potsdam (Germany : Stadtkreis)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007542606405171	dup-variants	kima-unresolved	זירעין (ישראל)	זירעין (ישראל), Zirʻīn	live	זירעין (ישראל)	32.5575, 35.3278						0	0.0	Zarʻīn (Israel) | Zirʻin (Israel) | Zirʻīn | זירעין | זירעין (ישראל) | זרעין (ישראל) | زرعين (إسرائيل)	19602		heb: kima=זירעין nli=זירעין (ישראל) | rom: kima=Zirʻīn nli=Zirʻin (Israel)	לא אותר מקום בכימה עבור הכותרת
987007555782205171	dup-variants	same-id	אמריקה הלטינית	אמריקה הלטינית, Asociación Latinoamericana de Libre Comercio countries	live	אמריקה הלטינית	-1.10689, -68.09739	2541	987007555782205171	live	אמריקה הלטינית	-1.106889, -68.097391	10	0.0	Asociación Latinoamericana de Libre Comercio countries | Latin America | Neotropical region | Neotropics | New World tropics | Spanish America | אמריקה הלטינית | أمريكا اللاتينية				כימה כבר מצביעה על אותה רשומה
987007553952905171	dup-places-diff	kima-id-suppressed	ביתר (עיר קדומה) (יהודה ושומרון)	ביתר (עיר קדומה) (יהודה ושומרון)	live	ביתר (עיר קדומה) (יהודה ושומרון)	31.73, 35.13556	89023	987007475207805171	suppressed	ביתר (עיר קדומה) (יהודה ושומרון)	31.73, 35.135556	1	0.0	Bei-Ter (Extinct city) | Beitar (Extinct city) (Israel) | Bet-Ter (Extinct city) | Betar (Extinct city) | Betar (Extinct city) (Israel) | Betar (Extinct city) (West Bank) | Bethar (Extinct city) | Better (Extinct city) | Betthar (Extinct city) (West Bank) | Bitter (Extinct city) | Khirbat al-Yahūd (West Bank) | ביתר (עיר קדומה) (יהודה ושומרון) | ח'ירבת אל-יהוד (יהודה ושומרון) | بيطار (مدينة منقرضة) (الضفة الغربية) | Ḥirbat el-Yahud (West Bank)	4239		arab: kima=بيطار (الضفة الغربية) nli=بيطار (مدينة منقرضة) (الضفة الغربية) | heb: kima=ביתר (עיר קדומה) nli=ביתר (עיר קדומה) (יהודה ושומרון) | rom: kima=Bethar (Extinct city) nli=Betar (Extinct city) (West Bank)	המזהה בכימה קיים במאגר אך אינו נמסר — נמחק/הוסתר
987007567331105171	dup-places-diff	both-live	טולכרם (יהודה ושומרון)	טולכרם (יהודה ושומרון)	live	טולכרם (יהודה ושומרון)	32.31153, 35.02704	73472	987007564918505171	live	טולכרם (יהודה ושומרון)	32.311111111111, 35.030833333333	5	0.4	Tulkarem (Sub-District) (West Bank) | טול כרם (יהודה ושומרון : תת-מחוז) | טולכרם (יהודה ושומרון) | طولكرم (حي) (الضفة الغربية) | Ṭūl Karem (Sub-District) | Ṭūlkarem (Sub-District) | Ṭūlkarm (Qaḍāʾ) | Ṭūlkarm (Sub-District)	81810		rom: kima=Tulkarem (West Bank) nli=Tulkarem (Sub-District) (West Bank) | arab: kima=طولكرم (الضفة الغربية) nli=طولكرم (حي) (الضفة الغربية) | heb: kima=טולכרם (יהודה ושומרון : תת-מחוז) nli=טולכרם (יהודה ושומרון)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007487056105171	dup-places-diff	both-live	סובאלק (פולין : מחוז)	סובאלק (פולין : מחוז)	live	סובאלק (פולין : מחוז)	54.28513, 22.92913	20569	987007496663905171	live	סובאלק (פולין : מחוז)	54.083333333333, 22.933333333333	6	22.4	Powiat Suwalski (Poland) | Powiat Suwałki (Poland) | Suwalki (Region) (Poland : Powiat) | Suwałki (Poland : Powiat) | סובאלק (פולין : מחוז) | סובלק (פולין, פלך) | סובלק (פלך) (פולין, מחוז) | סובלקי (פולין, מחוז) | سوفاكي (بولندا : بوفيات)	20163		rom: kima=Suvalkskai︠a︡ gubernīi︠a︡ (Poland) nli=Suwałki (Poland : Powiat) | heb: kima=סובאלק (פולין, מחוז) nli=סובאלק (פולין : מחוז)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007533395005171	dup-places-diff	both-live	אלבה (איטליה)	אלבה (איטליה)	live	אלבה (איטליה)	42.78, 10.275	6326	987007554793005171	live	אלבה (איטליה)	44.691542, 8.025636	5	279.0	Elba (Italy) | Isola d'Elba (Italy) | אלבה (איטליה) | إلبا (إيطاليا)	1069		rom: kima=Alba (Italy) nli=Elba (Italy) | heb: kima=אלבה (אי, איטליה) nli=אלבה (איטליה)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007548042705171	dup-variants	kima-unresolved	לה קורוניה (ספרד)	לה קורוניה (ספרד), Coruña	live	לה קורוניה (ספרד)	43.37139, -8.39611						0	1.2	A Coruña (Spain) | A Cruña (Spain) | Corunna (Spain) | Coruña | Coruña, La (Spain) | Cruña, A (Spain) | La Corogne (Spain) | La Coruña (Spain) | The Groyne (Spain) | א קורוניה (ספרד) | לה קורוניה (ספרד) | לה קרוניא (ספרד) | קורוניא (ספרד) | لاكورونيا (إسبانيا)	8054		heb: kima=לה קורונה (ספרד) nli=לה קורוניה (ספרד)	לא אותר מקום בכימה עבור הכותרת
987007539018705171	dup-variants	kima-unresolved	נהר פרנה (ברזיל-ארגנטינה)	נהר פרנה (ברזיל-ארגנטינה), Alto Paraná River	live	נהר פרנה (ברזיל-ארגנטינה)	-33.71667, -59.25						0	1720.7	Alto Paraná River | Paraná River (Brazil-Argentina) | Río Paraná (Brazil-Argentina) | נהר פרנה (ברזיל-ארגנטינה) | نهر بارانا (البرازيل - الأرجنتين)	3769		heb: kima=נהר פאראנה (ברזיל, ארגנטינה) nli=נהר פרנה (ברזיל-ארגנטינה)	לא אותר מקום בכימה עבור הכותרת
987007524777605171	dup-places	kima-unresolved	אסן (הולנד)	אסן (הולנד)	live	אסן (הולנד)	53.13959, 6.54895						0	23.4	Essen (Groningen) (Netherlands) | Essen (Netherlands) | Yesse (Netherlands) | אסן (הולנד) | אססין (גרונינגן) (הולנד) | إيسن (هولندا)	90657		heb: kima=אסן (חרונינגן, הולנד) nli=אסן (הולנד)	לא אותר מקום בכימה עבור הכותרת
987007557862005171	dup-places-diff	both-live	בוביניי (צרפת)	בוביניי (צרפת)	live	בוביניי (צרפת)	48.90972, 2.43861	90698	987007550500105171	live	בוביניי (צרפת)		0	0.0	Bobigny (France) | Bobigny, France | בוביני (צרפת) | בוביניי (צרפת) | بوبينيي (فرنسا)	90655		rom: kima=Bouvignies (France) nli=Bobigny (France) | heb: kima=בוביניי (איל דה פרנס, צרפת) nli=בוביניי (צרפת)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007564848605171	dup-places	kima-unresolved	שוואבן (גרמניה : מחוז)	שוואבן (גרמניה : מחוז)	live	שוואבן (גרמניה : מחוז)	48.5, 10.5						0	0.0	Bayerisch-Schwaben (Germany : Regierungsbezirk) | שוואבן (גרמניה : מחוז) | بايريش شوابن (ألمانيا : ريجيرونس بيزيرك)	15479		heb: kima=שוואבן (בוואריה, גרמניה) nli=שוואבן (גרמניה : מחוז)	לא אותר מקום בכימה עבור הכותרת
987007550543905171	dup-variants	kima-unresolved	ריו דה לה פלטה (מלכות משנה)	ריו דה לה פלטה (מלכות משנה), Virreinato del Río de la Plata	live	ריו דה לה פלטה (מלכות משנה)	-34.66667, -58.4						0	155.9	Buenos Aires (Viceroyalty) | Río de la Plata (Viceroyalty) | Viceroyalty of La Plata | Virreinato Rioplatense | Virreinato del Río de la Plata | ריו דה לה פלטה (מלכות משנה) | ريو دي لا بلاتا (ولاية)	9397		heb: kima=ריו דה לה פלטה (מחוז) nli=ריו דה לה פלטה (מלכות משנה)	לא אותר מקום בכימה עבור הכותרת
987007494367505171	dup-places-diff	both-live	לובן (גרמניה)	לובן (גרמניה)	live	לובן (גרמניה)	51.4, 16.2	77512	987007473617305171	live	לובן (גרמניה)	51.95, 13.9	1	170.0	לובן (גרמניה) | لوبن (ألمانيا)			rom: kima=Lübben (Germany) nli=Lüben (Germany)	שתי הרשומות קיימות ב־NLI — כפילות אמיתית
987007548168005171	dup-variants	same-id	מקסיקו	מקסיקו, Meḳsiḳe	live	מקסיקו	23.0, -102.0	9063	987007548168005171	live	מקסיקו	23, -102	17	0.0	Anisquani | Anáhuac | Birleşik Meksika Devletleri | Estados Unidos Mejicanos | Estados Unidos Mexicanos | Estaos Xuníos Mexicanos | Estaos Xuníos de Méxicu | Estats Units Mexicans | Estats Units de Mèxic | Maxico | Meagsago | Mec'hiko | Mecsico | Mehhiko | Mehhiko Ühendriigid | Mehiko | Meicsiceo | Mekiko | Mekishiko | Meksik | Meksika | Meksika Cumhuriyeti | Meksikanskie Soedinënnye Shtaty | Meksiko | Meksyk | Mesigo | Messico | Messicu | Mexican Republic | Mexican United States | Mexico | Mexihko | Mexika Sentik Wexteyowalko | Mexiko | Mexiqo | Mexique | Mexko | Mexko Axkayotl | Mexko Tlalli | Meško | Meḳsiḳe | Miiksiiquu | Mishiku | Moxige | Moxige Hezhongguo | Mègsik | Mèxic | Méjico | Méjicu | Méjiko | Méxicu | Mê-hi-cô | Mê-xi-cô | Mïxiku | Mễ | Mễ Tây Cơ | Naakaii Bikéyah | República Mejicana | República Mexicana | República mexicà | Stadoù-Unanet Mec'hikan | Stadoù-Unanet Mec'hiko | Stany Zjednoczone Meksyku | Stati Uniti Messicani | Stáit Aontaithe Mheicsiceo | Territori mexicà | United Mexican States | United States of Mexico | Vereinigte Mexikanische Staaten | Verenigde Mexicaanse Staten | États-Unis du Mexique | États-Unis mexicains | Ēnōmenes Mexikanikes Politeies | מכסיקו | מקסיקו | المكسيك				כימה כבר מצביעה על אותה רשומה
987007555051905171	dup-variants	same-id	צ'כוסלובקיה	צ'כוסלובקיה, Československá socialistická republika	live	צ'כוסלובקיה	14.4802, 121.3917	9369	987007555051905171	live	צ'כוסלובקיה	50.083333333333, 14.416666666667	49	9941.3	C.S.R.S. | CSRS | Cecoslovacchia | Ceho-Slovacia | ChSFR | ChSSR | Checoslovaquia | Chekhoslovakii︠a︡ | Chekhoslovat︠s︡kai︠a︡ Sot︠s︡ialisticheskai︠a︡ Respublika | Chieh-kʻo-ssu-lo-fa-kʻo | Chieh-kʻo-ssu-lo-fa-kʻo she hui chu i kung ho kuo | Cseh-Szlovákia | Csehszlovákia | Czech and Slovak Federal Republic | Czecho-Slovakia | Czechoslovak Socialist Republic | Czechoslovakia | Czechosłowacja | Republika československa | Tchécoslovaquie | Ts'ekhoslovaḳyah | Tschechische Sozialistische Republik | Tschechoslowakei | Tsechoslobakia | Tsechoslovakia | Tshīkūslūfākiyā | Tsjechoslowakije | Tsjekkoslovakia | Č.S.R. | Č.S.S.R. | ČSFR | ČSR | ČSSR | Čehoslovakija | Československa republika | Československo | Československá socialistická republika | Česká a Slovenská Federativní Republika | Česká a Slovenská Federatívna Republika | Češkoslovaška | צ'כוסלובקיה | تشيكوسلوفاكيا				כימה כבר מצביעה על אותה רשומה
987007554945905171	dup-variants	same-id	ברזיל	ברזיל, República Federativa do Brasil	live	ברזיל	-10.0, -55.0	7255	987007554945905171	live	ברזיל	-14, -53	22	495.1	Barāzīl | Brasil | Brasile | Brasilia | Brasilien | Brasilië | Brazil | Brazili | Brazili Federativlă Respubliki | Brazilia | Brazilii︠a︡ | Brazilii︠a︡ Federativ Respublikaḣy | Braziliya | Braziliya Federativ Respublikası | Brazilië | Brazilská federativní republika | Brazylia | Brésil | Burajiru | Federale Republiek van Brasilië | Federative Republic of Brazil | Federativna republika Brazil | Federativna republika Brazilii︠a︡ | Federat︠s︡iėm Respublikė Brazil | Fedėratyŭnai︠a︡ Rėspublika Brazilii︠a︡ | Gweriniaeth Ffederal Brasil | Pa-hsi | Pa-se | Pa-se Liân-pang Kiōng-hô-kok | Pederatibong Republika sa Brasil | Pindorama | Quasili | Republica Federale di u Brasile | Republica Federativa del Brazil | Republik Kevreel Brazil | República Federal del Brasil | República Federativa do Brasil | Rèpublica fèdèrativa du Brèsil | République fédérative du Brésil | Tantasqa Republika Wrasil | Tetã Pindorama | Wrasil | al-Barāzīl | ברזיל | البرازيل				כימה כבר מצביעה על אותה רשומה
987007550349905171	dup-variants	same-id	פורט לואיס (מאוריציוס)	פורט לואיס (מאוריציוס), Municipalité de Port Louis	live	פורט לואיס (מאוריציוס)	-20.16194, 57.49889	7243	987007550349905171	live	פורט לואיס (מאוריציוס)	-20.161944444444, 57.498888888889	7	0.0	Bort Lois (Mauritius) | Corporation municipale de Port-Louis | Corporation municipale de Port-Louis (Mauritius) | Horad Port-Lui (Mauritius) | Luyigang (Mauritius) | Municipalité de Port Louis | Municipalité de Port Louis (Mauritius) | P'ot'ŭluisŭ (Mauritius) | Por Luʼi (Mauritius) | Por-Loui (Mauritius) | Port Louis (Mauritius) | Port Louis, Mauritius | Port Luis (Mauritius) | Port Luisas (Mauritius) | Port Luiz (Mauritius) | Port-Lui (Mauritius) | Port-Luiso (Mauritius) | Portluī (Mauritius) | Portus Ludovici (Mauritius) | Puerto Louis (Mauritius) | Pò-Loui (Mauritius) | Pōtoruisu (Mauritius) | Πορ-Λουί (Mauritius) | פורט לואיס (מאוריציוס) | بورت لويس (موريشيوس)				כימה כבר מצביעה על אותה רשומה
987007554955505171	dup-variants	same-id	סודאן	סודאן, Anglo-Egipetskiĭ Sudan	live	סודאן	15.0, 32.0	6275	987007554955505171	live	סודאן	15, 32	19	0.0	Anglo-Egipetskiĭ Sudan | Anglo-Egyptian Sudan | As-Sudan | Democratic Republic of the Sudan | Demokraticheskai︠a︡ Respublika Sudan | Egyptian Sudan | Jamhuryat es-Sudan | Jumhuriyat as-Sudan | Jumhūriyyat as-Sūdān | Jumhūrīyat al-Sūdān al-Dīmuqrāṭīyah | North Sudan | Republic of Sudan | Republic of the Sudan | Soudan | Sudan | Sudan (Democratic Republic) | Sudan, Egyptian | סודאן | סודן | السودان				כימה כבר מצביעה על אותה רשומה
987007548045205171	dup-variants	kima-unresolved	קניה	קניה, Kīnyā	live	קניה	1.0, 38.0						0	100.1	Cenia | Chenia | Colony and Protectorate of Kenya | GOK | Government of Kenya | I-Kenya | IKenya | IKheniya | Jamhuri ya Kenya | Keeniyaa | Keeñaa | Kenia | Kenii︠a︡ | Keniya | Kenniya | Kenya | Kenya Colony and Protectorate | Kenyàtò | Kenyäa | Kiinya | Kīniyā | Kīnyā | Quênia | Republic of Kenya | Republiek Kenia | Republik Kenia | República de Kenia | Respublika Kenii︠a︡ | Ri̱pobi̱lik Kenya | République du Kenya | קניה | كينيا | Ḳenyah	8198	East Africa Protectorate	heb: kima=קניה (מדינה) nli=קניה	לא אותר מקום בכימה עבור הכותרת
987007564347005171	dup-variants	same-id	איי סיישל	איי סיישל, Respublika Seĭshelʹskie Ostrova	live	איי סיישל	-7.1, 52.76667	7810	987007564347005171	live	איי סיישל	-7.1, 52.766667	13	0.0	Colony of Seychelles | Jumhūrīyah Sayshil | Repiblik Sesel | Republic of Seychelles | Republica de Seychelles | Republiek van Seychelle | Republik vo de Seychelle | República de Seixeles | Respublika Seĭshelʹskie Ostrova | République des Seychelles | Sayshil | Seixeles | Seshel | Seshel ka Fasojamana | Seychelle | Seychellen | Seychelles | Seyşel adaları | Seĭshelʹskie ostrova | Sêch·èles | איי סיישל | سيشيل				כימה כבר מצביעה על אותה רשומה
987007559657105171	dup-variants	same-id	טהרן (איראן)	טהרן (איראן), Baladīyah-i Ṭihrān	live	טהרן (איראן)	35.69681, 51.77021	808	987007559657105171	live	טהרן (איראן)	35.7, 51.416666666667	12	31.9	Baladīyah-i Ṭihrān | Baladīyah-i Ṭihrān (Iran) | Deheilan (Iran) | Dykhʹėrėn (Iran) | Horad Tėheran (Iran) | Shahrdārī-i Tihrān (Iran) | Tahraan (Iran) | Te-hei-lan (Iran) | Techeranē (Iran) | Teerã (Iran) | Teerão (Iran) | Tegeran (Iran) | Tegʹran (Iran) | Teheran | Teheran (Iran) | Teheranas (Iran) | Teherani (Iran) | Teherano (Iran) | Teherans (Iran) | Teheranum (Iran) | Teherāna (Iran) | Tehran (Iran) | Tehron (Iran) | Tekheran (Iran) | Tekhḣeran (Iran) | Tihrān (Iran) | Tækhran (Iran) | Tăḣran (Iran) | Τεχεράνη (Iran) | טהראן (איראן) | טהרן (איראן) | طهران (إيران)				כימה כבר מצביעה על אותה רשומה
987007564546505171	dup-variants	same-id	איים המלדיביים	איים המלדיביים, Dībā Maḥall	live	איים המלדיביים	4.18, 73.51	11997	987007564546505171	live	איים המלדיביים	4.18, 73.51	21	0.0	Dhivehi Raajje | Dhivehi Raajjeyge Jumhooriyyaa | Divehi Raajjeyge Jumhooriyyaa | Dībā Maḥall | Mahaldib Islands | Maldive Islands | Maldiverna | Maldives | Malediivit | Malediva Islands | Malediverna | Malʹdivskai︠a︡ Respublika | Maḥall Dībah | Maḥall Dībā | Republic of Maldives | Republic of the Maldives | איים המלדיביים | جزر المالديف				כימה כבר מצביעה על אותה רשומה
987007548076305171	dup-variants	same-id	קולומביה	קולומביה, República de Colombia	live	קולומביה	4.0, -73.25	7174	987007548076305171	live	קולומביה	4, -73.25	17	0.0	Colombia | Colombie | Estados Unidos de Colombia | Gelunbiya | Gran Colombia | Grã-Colômbia | Kolumbien | Kolumbii︠a︡ | Koronbia | Kūlūmbiyā | Neu-Granada | República de Colombia | República de Nueva Granada | United States of Colombia | קולומביה | كولومبيا				כימה כבר מצביעה על אותה רשומה
987007530978905171	dup-variants	same-id	ארמניה (רפובליקה)	ארמניה (רפובליקה), République arménienne	live	ארמניה (רפובליקה)	40.38333, 44.95	17851	987007530978905171	live	ארמניה (רפובליקה)	40.383333, 44.95	12	0.0	Armeneja (Republic) | Armenia (Republic) | Armenii︠a︡ (Republic) | Arménie (Republic) | Armīniyā (Republic) | Armīnyā (Republic) | Ermenia (Republic) | Ermenija (Republic) | Ermänistan (Republic) | Ermänistan Respublikası | HH | HH (Hayastani Hanrapetutʻyun) | Haikakan Hanrapetoutioun | Hayastan (Republic) | Hayastani Hanrapetutʻyun | Jumhūrīyah al-Armīniyah | Jumhūrīyat Armīnyā | Republic of Armenia | Republiek van Armenië | Republik Armenii︠a︡ | Republika Armenii︠a︡ | Republika Ermenija | Respublika Armenii︠a︡ | Rèpublica d'Armènie | République arménienne | T︠S︡ḣamukhʺ (Republic) | ארמניה (רפובליקה) | أرمينيا (جمهورية)				כימה כבר מצביעה על אותה רשומה
987007548187405171	dup-variants	same-id	סרי לנקה	סרי לנקה, Sī Langkā	live	סרי לנקה	7.0, 81.0	8210	987007548187405171	live	סרי לנקה	7, 81	17	0.0	Cellao | Ceylon | Democratic Socialist Republic of Sri Lanka | Ilaṅkai | Lanka | Serendib | Serendip | Shri Lanka | Sri Lanka | Sri Lanka Prajathanthrika Samajavadi Janarajaya | Sī Langkā | Taprobane | Zeilan | Śrīlaṅkā | סרי לנקה | سيريلانكا		Sri Lanka		כימה כבר מצביעה על אותה רשומה
987007554907205171	dup-variants	same-id	מונטנגרו	מונטנגרו, Knjaževina Crna Gora	live	מונטנגרו	42.76667, 19.21667	9322	987007554907205171	live	מונטנגרו	42.766667, 19.216667	11	0.0	Charnahoryi︠a︡ | Cherna gora | Chernogorii︠a︡ | Chornohorii︠a︡ | Crna Gora | Jabal al-Aswad | Juodkalnija | Karadağ | Knjaževina Crna Gora | Kraljevina Crna Gora | Mali i Zi | Melnkalne | Montenegro | Montenegro (Kingdom) | Muntenegru | People's Republic of Montenegro | Republic of Montenegro | Republika Crna Gora | Socialist Republic of Montenegro | Socijalistička Republika Crna Gora | Svartfjallaland | Černá Hora | מונטנגרו | الجبل الأسود				כימה כבר מצביעה על אותה רשומה
987007564348705171	dup-variants	same-id	ארגנטינה	ארגנטינה, República Argentina	live	ארגנטינה	-34.0, -64.0	7805	987007564348705171	live	ארגנטינה	-34, -64	14	0.0	Agenting | Agenting Gongheguo | Arc'hantina | Argentiina | Argentiinan tasavalta | Argentijnse Republiek | Argentina | Argentine Confederation (1851-1861) | Argentine Nation | Argentine Republic | Argentinien | Argentinië | Argentinskai︠a︡ Respublika | Argenṭinah | Argenṭine | Argintiina | Arhentsina | Arjantin | Arjantin Cumhuriyeti | Aruzenchin | Arxentina | Arxintina | Arzhentina | Atsinitinia | Confederación Argentina (1851-1861) | Dēmokratia tēs Argentinēs | Nación Argentina | Republic of Argentina | República Argentina | República Arxentina | République argentine | ʼArǧantinā | ארגנטינה | الأرجنتين				כימה כבר מצביעה על אותה רשומה
987007559777405171	dup-variants	same-id	ניו יורק (מדינה)	ניו יורק (מדינה), Shtat Nʹi︠u︡ Ĭork	live	ניו יורק (מדינה)	43.0, -75.0	9561	987007559777405171	live	ניו יורק (מדינה)	43, -75	9	0.0	Eabhraig Nuadh (State) | Efrog Newydd (State) | Estado de Nova York | Estado de Nueva York | Evrek Nowydh (State) | Kin Yótʼááh Deezʼá Hahoodzo | Medinat Nyu Yorḳ | N. York (State) | N.Y. (State) | NY (State) | NYS | Nea Yorkē (State) | New Yorgi osariik | New York (State) | New York Isifunda | New York-fylki | Niorche (State) | Niujorkas (State) | Niujorko valstija | Niyū Yūrk (State) | Njujork (State) | Nou Yòk (State) | Nov-Jorkio | Nova York (State) | Novum Eboracum (State) | Nua-Eabhrac (State) | Nueva York (State) | Nuioka (State) | Nuyagi (State) | Nyu Yorḳ (State) | Nyuyok (State) | Nyuyok-ju | Nyū Yōku (State) | Nyū Yōku-shū | Néu-Yok (State) | Nííyóó Hahoodzo | Nú Yọk (State) | Nʹi︠u︡-Ĭork (State) | N̦ujorka (State) | Politeia tēs Neas Yorkēs | Shin Ĭork (State) | Shtat Nʹi︠u︡ Ĭork | Stat Evrek Nowydh | State of N. York | State of New York | Tchiaq York (State) | Wilāyat Niyū Yūrk | Yancuīc York (State) | York Noa (State) | État de New York | Śĕnĕ Ĭork (State) | Ŝtato de Nov-Jorkio | Νέα Υόρκη (State) | נו יורק (מדינה) | נוא יארק (מדינה) | נוי יורק (מדינה) | ניו יארק (מדינה) | ניו יורק (מדינה) | نيويورك (ولاية)		New York (Colony)		כימה כבר מצביעה על אותה רשומה
987007557305105171	dup-variants	kima-unresolved	גורליץ (גורליץ, גרמניה)	גורליץ (גורליץ, גרמניה), Görlitz	live	גורליץ (גורליץ, גרמניה)	51.37647, 15.04609						0	25.2	Goerlitz (Dresden, Germany) | Goerlitz (Görlitz, Germany) | Görlitz | Görlitz (Dresden, Germany) | Görlitz (Görlitz, Germany) | Görlitz (Saxony) | Zgorzelec (Germany) | Zgorzelec (Görlitz, Germany) | Zgorzelice (Germany) | Zgorzelice (Görlitz, Germany) | גורליץ (גורליץ, גרמניה) | גורליץ (דרזדן, גרמניה) | غورليتس (غورليتس، ألمانيا)	11640		heb: kima=גרליץ (דרזדן, גרמניה) nli=גורליץ (גורליץ, גרמניה) | rom: kima=Görlitz (Dresden, Germany) nli=Görlitz (Görlitz, Germany)	לא אותר מקום בכימה עבור הכותרת
